,precision,recall,f1-score,support
glioma,0.977859778597786,0.9464285714285714,0.9618874773139746,280.0
meningioma,0.9190140845070423,0.9321428571428572,0.925531914893617,280.0
notumor,0.9891304347826086,0.975,0.9820143884892086,280.0
pituitary,0.9515570934256056,0.9821428571428571,0.9666080843585237,280.0
accuracy,0.9589285714285715,0.9589285714285715,0.9589285714285715,0.9589285714285715
macro avg,0.9593903478282607,0.9589285714285715,0.959010466263831,1120.0
weighted avg,0.9593903478282607,0.9589285714285715,0.9590104662638309,1120.0
