outer_fold,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_bootstrap,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
5,0,25,15.444700320561727,0.12876118381358237,0.038831631342569985,0.005980351349811029,10,2,0.02,,gini,False,25,"{'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.02, 'max_depth': None, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.8153780448887484,0.8193258804892163,0.8006218041366645,0.8117752431715431,0.00804966886319535,61
5,0,25,242.51399278640747,1.9744659800215274,0.0333255926767985,0.002783920565469858,5,2,0.2,20,entropy,False,25,"{'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.2, 'max_depth': 20, 'criterion': 'entropy', 'bootstrap': False, 'n_estimators': 25}",0.8083797315387575,0.8211579916885339,0.8099924309191117,0.8131767180488011,0.005681886218916479,58
5,0,25,14.799226999282837,0.12188783446232207,0.03394031524658203,0.0020532136560440823,20,1,0.02,20,entropy,True,25,"{'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 0.02, 'max_depth': 20, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.7863012377967377,0.7854373666706282,0.7637546924490674,0.7784977656388111,0.0104308907781722,126
5,0,25,15.342224359512329,0.07919560674996438,0.03640397389729818,0.0027121434010732703,10,1,0.02,,entropy,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.02, 'max_depth': None, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.776829701978778,0.7953948462448585,0.7822677769925764,0.784830775072071,0.007792854195638231,117
5,0,25,0.9119088649749756,0.012214936703804939,0.03235006332397461,0.0030515817502017933,5,8,log2,80,gini,True,25,"{'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2', 'max_depth': 80, 'criterion': 'gini', 'bootstrap': True, 'n_estimators': 25}",0.7287297828205506,0.7489825655050488,0.7350222412415249,0.7375781965223748,0.008463391052631969,148
5,0,25,1.7591667175292969,0.004617545842220314,0.04062938690185547,0.0018938543679461923,10,1,log2,20,gini,False,25,"{'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.772090817875499,0.7805151022210715,0.7481670915726586,0.7669243372230764,0.013702015422955155,137
5,0,25,36.23149712880453,0.30798784361990234,0.03495907783508301,0.002570936629457654,10,4,0.05,,entropy,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.05, 'max_depth': None, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.7967785840194245,0.81183733925593,0.8004552416024601,0.8030237216259382,0.0064103741202055,82
5,0,25,10.088327646255493,0.06238056923159733,0.03937379519144694,0.005219081738357416,10,1,sqrt,,entropy,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.7744088819823086,0.782085253957101,0.7631607935337131,0.7732183098243742,0.00777161060641144,129
5,0,25,5.1507026354471845,0.04615643976428566,0.03262535730997721,0.00153309267174674,10,8,sqrt,80,gini,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 80, 'criterion': 'gini', 'bootstrap': True, 'n_estimators': 25}",0.7664832698061449,0.7770003185276739,0.7637769378663967,0.7690868420667384,0.005703705837164684,134
5,0,25,24.91212248802185,0.15051448162731676,0.0352479616800944,0.0046132873564786545,5,4,0.02,40,entropy,False,25,"{'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.02, 'max_depth': 40, 'criterion': 'entropy', 'bootstrap': False, 'n_estimators': 25}",0.8066219144035556,0.814052145350563,0.796623116467053,0.8057657254070572,0.007141080994445712,76
5,0,25,150.41616694132486,2.1751588795857737,0.03616833686828613,0.0008962535465267679,20,4,0.2,60,gini,False,25,"{'min_samples_split': 20, 'min_samples_leaf': 4, 'max_features': 0.2, 'max_depth': 60, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.8169426388824679,0.8217123094197676,0.7996808616512374,0.8127786033178243,0.009463986715688079,60
5,0,25,1.444346030553182,0.014162054343297257,0.0387575626373291,0.0023965418675115065,2,8,log2,,gini,False,25,"{'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'log2', 'max_depth': None, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.7528240535148969,0.7703083073554395,0.7362744048727101,0.7531355885810155,0.013896028692257128,141
5,0,25,1.827394167582194,0.02125929355493702,0.04129600524902344,0.0027320878186456675,2,1,log2,80,gini,False,25,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 80, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.7692655779124103,0.7699728276108173,0.7655905362680158,0.7682763139304144,0.0019209549314258775,136
5,0,25,8.39588729540507,0.06501618085838642,0.03453556696573893,0.0064569103218155245,20,8,sqrt,20,entropy,True,25,"{'min_samples_split': 20, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.779459576797092,0.7783947337531499,0.7536106037560164,0.7704883047687527,0.011942251777716231,130
5,0,25,2.837548812230428,0.01662186344776429,0.04329760869344076,0.005927928281127709,2,2,log2,20,entropy,False,25,"{'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'entropy', 'bootstrap': False, 'n_estimators': 25}",0.7586524952930377,0.7476725839398536,0.7329380165065928,0.7464210319131613,0.0105351282754813,143
5,0,25,15.973664999008179,0.05028467316711149,0.0402985413869222,0.0067516912471713595,10,2,0.02,40,gini,False,25,"{'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.02, 'max_depth': 40, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.8153780448887484,0.8193258804892163,0.8006218041366645,0.8117752431715431,0.00804966886319535,61
5,0,25,25.37789821624756,0.2602247848707012,0.03382150332132975,0.001920498325619494,2,2,0.02,80,entropy,False,25,"{'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.02, 'max_depth': 80, 'criterion': 'entropy', 'bootstrap': False, 'n_estimators': 25}",0.8055813117592323,0.8188333250934088,0.7853697605169727,0.8032614657898712,0.0137595736981322,81
5,0,25,6.248302857081096,0.07157055932370239,0.03809587160746256,0.0031387765060326067,20,1,sqrt,20,gini,True,25,"{'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'bootstrap': True, 'n_estimators': 25}",0.7729748836964975,0.7845786587288281,0.770826989707192,0.7761268440441725,0.006040322328327842,127
5,0,25,1.0379514694213867,0.019737746734363,0.041412671407063804,0.0017561149871195446,2,4,log2,20,gini,True,25,"{'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'bootstrap': True, 'n_estimators': 25}",0.7370785035854498,0.7577281962315952,0.7321295389285698,0.7423120795818715,0.011086494853715038,146
5,0,25,41.72049363454183,0.5831765417456171,0.03645761807759603,0.003992709227991216,5,1,0.05,80,gini,False,25,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.05, 'max_depth': 80, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.8209957841475997,0.8211569318104891,0.8028645290343194,0.8150057483308027,0.008585390561734827,55
