outer_fold,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_bootstrap,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2,0,25,14.194388389587402,0.20879032457843352,0.03374155362447103,0.0033284738659040015,10,2,0.02,,gini,False,25,"{'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.02, 'max_depth': None, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.7966451649910863,0.8126751274436544,0.8051998681230591,0.8048400535192667,0.006549148747204378,75
2,0,25,200.02439109484354,1.6066120072961267,0.0324700673421224,0.0005449306620396128,5,2,0.2,20,entropy,False,25,"{'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.2, 'max_depth': 20, 'criterion': 'entropy', 'bootstrap': False, 'n_estimators': 25}",0.8201581149796394,0.8142539702043671,0.8102629620222348,0.8148916824020804,0.0040647690092585126,52
2,0,25,12.540836254755655,0.06785374812692334,0.027710914611816406,0.0013041503395994523,20,1,0.02,20,entropy,True,25,"{'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 0.02, 'max_depth': 20, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.7720760783809275,0.7913830057708915,0.7839783707435861,0.7824791516318017,0.007952991251480584,121
2,0,25,12.923277934392294,0.101908133627854,0.03569944699605306,0.0035049358000973385,10,1,0.02,,entropy,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.02, 'max_depth': None, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.7845310872616421,0.7933787614658946,0.7755823322558733,0.7844973936611366,0.007265400865327915,119
2,0,25,0.824746290842692,0.004676891125967433,0.033570448557535805,0.0033626082245648992,5,8,log2,80,gini,True,25,"{'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2', 'max_depth': 80, 'criterion': 'gini', 'bootstrap': True, 'n_estimators': 25}",0.7349756136729924,0.7437426271755078,0.7139999514571267,0.7309060641018755,0.012478718283702757,148
2,0,25,1.5416815280914307,0.029412080651338515,0.03792142868041992,0.005567393232490529,10,1,log2,20,gini,False,25,"{'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.7657973645930923,0.7671351365896694,0.7605246797747208,0.7644857269858275,0.0028536327415148626,134
2,0,25,29.870692253112793,0.31983633735238504,0.03252061208089193,0.001371506191388546,10,4,0.05,,entropy,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.05, 'max_depth': None, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.7908863459395006,0.796484690132706,0.7789159713423066,0.7887623358048378,0.007327961711742478,114
2,0,25,8.455211559931437,0.057591346398105425,0.03593095143636068,0.0014558070938933785,10,1,sqrt,,entropy,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.7811234853218868,0.7763915120588147,0.7876280087748562,0.7817143353851859,0.004606266923831624,124
2,0,25,4.5693308512369795,0.00976433112549211,0.03307938575744629,0.003526441399119874,10,8,sqrt,80,gini,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 80, 'criterion': 'gini', 'bootstrap': True, 'n_estimators': 25}",0.77546622848694,0.7807390217671297,0.7731257251202499,0.7764436584581066,0.0031840329217046764,128
2,0,25,20.65480613708496,0.10233816754978793,0.03656458854675293,0.0012081957886325,5,4,0.02,40,entropy,False,25,"{'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.02, 'max_depth': 40, 'criterion': 'entropy', 'bootstrap': False, 'n_estimators': 25}",0.8022903787911095,0.8104522451320909,0.7975776456775517,0.8034400898669175,0.005318533911212846,78
2,0,25,134.65877215067545,2.0607600139373834,0.033669233322143555,0.005042442800793323,20,4,0.2,60,gini,False,25,"{'min_samples_split': 20, 'min_samples_leaf': 4, 'max_features': 0.2, 'max_depth': 60, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.8088180217887359,0.8095440591419658,0.8213011527458842,0.8132210778921953,0.005721158961287674,56
2,0,25,1.28024156888326,0.007189304571013006,0.03438925743103027,0.003884167878739474,2,8,log2,,gini,False,25,"{'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'log2', 'max_depth': None, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.7733005996449284,0.7718108226154614,0.7228525911296904,0.7559880044633601,0.023438167896179272,142
2,0,25,1.5744647979736328,0.020303256079391645,0.042403062184651695,0.005646882563969374,2,1,log2,80,gini,False,25,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 80, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.7676576975062213,0.7634986388024532,0.7573000995668772,0.7628188119585172,0.00425570849342999,135
2,0,25,7.1590743859608965,0.08100422050879907,0.033984978993733726,0.004617828483749443,20,8,sqrt,20,entropy,True,25,"{'min_samples_split': 20, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.775674951333712,0.7755616842937577,0.771177646977387,0.7741380942016188,0.0020938629660958875,129
2,0,25,2.365999937057495,0.05017595471743203,0.03717533747355143,0.0038829261761541803,2,2,log2,20,entropy,False,25,"{'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'entropy', 'bootstrap': False, 'n_estimators': 25}",0.7616536100142657,0.7570870586204159,0.7648180807985392,0.7611862498110735,0.003173430861523458,137
2,0,25,14.110505104064941,0.19699136902191564,0.03146441777547201,0.0003334108204338779,10,2,0.02,40,gini,False,25,"{'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.02, 'max_depth': 40, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.7966451649910863,0.8126751274436544,0.8051998681230591,0.8048400535192667,0.006549148747204378,75
2,0,25,21.115881601969402,0.08262349810158777,0.034622748692830406,0.0009155706457763409,2,2,0.02,80,entropy,False,25,"{'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.02, 'max_depth': 80, 'criterion': 'entropy', 'bootstrap': False, 'n_estimators': 25}",0.7988226505858259,0.8117029516703387,0.8060120435930357,0.8055125486164001,0.005270209384245775,72
2,0,25,5.5023752848307295,0.050458935286845766,0.03346705436706543,0.0022121863973637384,20,1,sqrt,20,gini,True,25,"{'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'bootstrap': True, 'n_estimators': 25}",0.7980828312734163,0.8008590308626276,0.7758600687036865,0.7916006436132434,0.011187823586450709,104
2,0,25,0.918720563252767,0.0024839591069779196,0.03663349151611328,0.0010634823322246815,2,4,log2,20,gini,True,25,"{'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'bootstrap': True, 'n_estimators': 25}",0.7432980565973546,0.7546438007402176,0.7222507281510595,0.7400641951628772,0.013420660261320156,146
2,0,25,37.22800628344218,0.47341653341832585,0.0306699275970459,0.00549225702774899,5,1,0.05,80,gini,False,25,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.05, 'max_depth': 80, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.8081164473495606,0.8192171295494283,0.8057043413562684,0.8110126394184191,0.005884431865133011,64
2,0,25,1.520932912826538,0.020136456889151076,0.03593571980794271,0.00293911122896892,5,1,log2,80,entropy,True,25,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 80, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.7294776360688352,0.7374838032478579,0.7404166645496265,0.7357927012887733,0.004623163087678243,147
2,0,25,148.4408949216207,3.124626536584748,0.03410911560058594,0.0034403018949137193,2,1,0.2,,gini,False,25,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.2, 'max_depth': None, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.8038113198515473,0.8110962238934017,0.8203849374454533,0.8117641603968009,0.0067826152486430095,60
2,0,25,27.006221135457356,0.14400984308511633,0.029921611150105793,0.0018710938020829882,5,8,0.05,40,entropy,True,25,"{'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 0.05, 'max_depth': 40, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.7915435384398846,0.7851854406136765,0.7918580891826437,0.7895290227454016,0.003074059730901336,110
2,0,25,83.34823640187581,0.6420156318058479,0.03227988878885905,0.0022767394057066673,10,2,0.2,60,gini,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.2, 'max_depth': 60, 'criterion': 'gini', 'bootstrap': True, 'n_estimators': 25}",0.796371126156235,0.8052664486726826,0.8026352588362664,0.8014242778883945,0.0037310898148741473,84
2,0,25,21.06351629892985,0.3337414140303114,0.03443829218546549,0.001207953361606989,10,2,0.05,60,gini,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.05, 'max_depth': 60, 'criterion': 'gini', 'bootstrap': True, 'n_estimators': 25}",0.7977121864898591,0.8142191339318313,0.7900882326354861,0.8006731843523921,0.010071435865851266,86
2,0,25,61.8951932589213,0.5007691622277927,0.030882596969604492,0.0034313548629953416,2,1,0.1,60,entropy,True,25,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.1, 'max_depth': 60, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.7959545598245124,0.8042664143816449,0.786415100869247,0.7955453583584681,0.007293510033325947,97
