outer_fold,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_bootstrap,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
4,0,25,14.927890857060751,0.2393108533759707,0.03666353225708008,0.002157426417795379,10,2,0.02,,gini,False,25,"{'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.02, 'max_depth': None, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.816885464280102,0.7965884057333631,0.8107086403419766,0.8080608367851473,0.00849512778672205,75
4,0,25,217.5928911368052,0.7275144586791253,0.034998814264933266,0.004509137911275261,5,2,0.2,20,entropy,False,25,"{'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.2, 'max_depth': 20, 'criterion': 'entropy', 'bootstrap': False, 'n_estimators': 25}",0.818531108428312,0.8184789202152548,0.8123020873434361,0.8164373719956677,0.0029241654386202498,57
4,0,25,13.246219555536905,0.0781455516254292,0.03351577123006185,0.0039966704665266375,20,1,0.02,20,entropy,True,25,"{'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 0.02, 'max_depth': 20, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.789428185356675,0.7863975133425297,0.7778089293054682,0.7845448760015575,0.0049211094029530745,116
4,0,25,13.85089103380839,0.07230243649487407,0.03395994504292806,0.00395358267753584,10,1,0.02,,entropy,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.02, 'max_depth': None, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.7842087759794992,0.7840890862258307,0.7771943985053689,0.781830753570233,0.00327876222833164,121
4,0,25,0.8557553291320801,0.011338115536652225,0.03686857223510742,0.0020822655200216475,5,8,log2,80,gini,True,25,"{'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2', 'max_depth': 80, 'criterion': 'gini', 'bootstrap': True, 'n_estimators': 25}",0.7496051276257357,0.7425418824046707,0.7185166671000474,0.736887892376818,0.013306609808427659,147
4,0,25,1.6507072448730469,0.015727852900222255,0.03621514638264974,0.0003020143503850259,10,1,log2,20,gini,False,25,"{'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.7845582952278537,0.7706273715081975,0.7425442653389114,0.7659099773583208,0.01747350437188073,137
4,0,25,32.306194384892784,0.37188740136505355,0.032398382822672524,0.0008533192538843544,10,4,0.05,,entropy,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.05, 'max_depth': None, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.80987274965996,0.8080058244306266,0.7935126642180581,0.8037970794362149,0.007312010655424951,82
4,0,25,9.060811042785645,0.015699068121485082,0.035246054331461586,0.003281242110213097,10,1,sqrt,,entropy,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.7911953064399257,0.7752311928749078,0.7724767214397605,0.7796344069181981,0.008251770579109011,126
4,0,25,4.730882565180461,0.0407874172573361,0.03453191121419271,0.004527577372634336,10,8,sqrt,80,gini,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 80, 'criterion': 'gini', 'bootstrap': True, 'n_estimators': 25}",0.793589446508544,0.7768526273549388,0.7715058796134713,0.7806493178256514,0.009406810497367957,124
4,0,25,22.4405775864919,0.1748081393716703,0.03466240564982096,0.004900820579897719,5,4,0.02,40,entropy,False,25,"{'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.02, 'max_depth': 40, 'criterion': 'entropy', 'bootstrap': False, 'n_estimators': 25}",0.8191723466045636,0.8069104855390821,0.7993304316379495,0.8084710879271985,0.008175247488442672,72
