outer_fold,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_bootstrap,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3,0,25,14.425625165303549,0.20284390688317672,0.03668093681335449,0.004597618558540682,10,2,0.02,,gini,False,25,"{'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.02, 'max_depth': None, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.811361897737189,0.8163328705032242,0.7830870685646882,0.8035939456017006,0.014641872533218362,71
3,0,25,208.36555314064026,2.098651756381992,0.02975177764892578,0.0042795759365874125,5,2,0.2,20,entropy,False,25,"{'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.2, 'max_depth': 20, 'criterion': 'entropy', 'bootstrap': False, 'n_estimators': 25}",0.8248074795401744,0.8132982885320149,0.8159824905907381,0.8180294195543092,0.004916489808254418,48
3,0,25,13.242150704065958,0.0935965564774872,0.030756791432698567,0.0015469286333041207,20,1,0.02,20,entropy,True,25,"{'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 0.02, 'max_depth': 20, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.7835520065805742,0.7822500722777288,0.7847861252677889,0.7835294013753641,0.0010354626787335672,110
3,0,25,13.369041522343954,0.08502714134641344,0.029863834381103516,0.006804724579571861,10,1,0.02,,entropy,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.02, 'max_depth': None, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.7652732938647644,0.7831081965228474,0.762742804145202,0.7703747648442713,0.009062967000930278,131
3,0,25,0.826784610748291,0.002598572258882502,0.027514934539794922,0.0023047873934413155,5,8,log2,80,gini,True,25,"{'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2', 'max_depth': 80, 'criterion': 'gini', 'bootstrap': True, 'n_estimators': 25}",0.7353345656084038,0.7522178657636771,0.7136693381082645,0.7337405898267818,0.01577768075889326,148
3,0,25,1.599934736887614,0.008234675032538013,0.03841559092203776,0.0027475676375078337,10,1,log2,20,gini,False,25,"{'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'bootstrap': False, 'n_estimators': 25}",0.7583022141503705,0.7780413671263187,0.7431371491603094,0.7598269101456662,0.014290314467340562,137
3,0,25,30.8065980275472,0.3560910197941226,0.03047045071919759,0.0013687204719365809,10,4,0.05,,entropy,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.05, 'max_depth': None, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.7803484975151629,0.7891007846382517,0.7907351611843562,0.7867281477792569,0.004560171765239435,108
3,0,25,8.757422049840292,0.04296785045571286,0.03388341267903646,0.006185704115410616,10,1,sqrt,,entropy,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy', 'bootstrap': True, 'n_estimators': 25}",0.7767879902763112,0.776052076231662,0.7769788910606306,0.7766063191895345,0.00039958288220507993,119
3,0,25,4.575019995371501,0.021787426185077678,0.03176410992940267,0.00509143327028402,10,8,sqrt,80,gini,True,25,"{'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 80, 'criterion': 'gini', 'bootstrap': True, 'n_estimators': 25}",0.7644739384676521,0.7673950911426877,0.7649436266859494,0.7656042187654298,0.0012807731153020993,132
3,0,25,21.56560468673706,0.1447176959685258,0.033059914906819664,0.0028243021094007223,5,4,0.02,40,entropy,False,25,"{'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.02, 'max_depth': 40, 'criterion': 'entropy', 'bootstrap': False, 'n_estimators': 25}",0.8086711324178619,0.7980663749698168,0.7898652189298143,0.7988675754391643,0.007698356412206646,76
