,precision,recall,f1-score,support
glioma,0.9492753623188406,0.9357142857142857,0.9424460431654677,280.0
meningioma,0.9080882352941176,0.8821428571428571,0.894927536231884,280.0
notumor,0.9787985865724381,0.9892857142857143,0.9840142095914742,280.0
pituitary,0.9480968858131488,0.9785714285714285,0.9630931458699473,280.0
accuracy,0.9464285714285714,0.9464285714285714,0.9464285714285714,0.9464285714285714
macro avg,0.9460647674996362,0.9464285714285714,0.9461202337146933,1120.0
weighted avg,0.9460647674996362,0.9464285714285714,0.9461202337146933,1120.0
