stage_epoch,stage,accuracy,loss
1,frozen_head,0.698437511920929,0.7899582982063293
2,frozen_head,0.8256696462631226,0.49643516540527344
3,frozen_head,0.8453124761581421,0.4291479289531708
4,frozen_head,0.8602678775787354,0.3884735703468323
5,frozen_head,0.8667410612106323,0.3660835027694702
6,frozen_head,0.8770089149475098,0.3400570750236511
7,frozen_head,0.8785714507102966,0.32936108112335205
8,frozen_head,0.8879464268684387,0.3126364052295685
9,frozen_head,0.8821428418159485,0.31398633122444153
10,frozen_head,0.8879464268684387,0.30083099007606506
11,frozen_head,0.8997767567634583,0.2821749150753021
12,frozen_head,0.8970982432365417,0.27754318714141846
13,frozen_head,0.8970982432365417,0.27741703391075134
14,frozen_head,0.9029017686843872,0.2671736180782318
15,frozen_head,0.9058035612106323,0.25875693559646606
1,fine_tuning,0.9071428775787354,0.2475510686635971
2,fine_tuning,0.9151785969734192,0.23447003960609436
3,fine_tuning,0.9129464030265808,0.22819927334785461
4,fine_tuning,0.9261160492897034,0.19774970412254333
5,fine_tuning,0.9216517806053162,0.1986500769853592
6,fine_tuning,0.9305803775787354,0.18789926171302795
7,fine_tuning,0.9368303418159485,0.17734602093696594
8,fine_tuning,0.9383928775787354,0.1676001250743866
9,fine_tuning,0.9433035850524902,0.1546657830476761
10,fine_tuning,0.9468749761581421,0.14854133129119873
11,fine_tuning,0.9495535492897034,0.1366005688905716
12,fine_tuning,0.9558035731315613,0.13049224019050598
13,fine_tuning,0.9540178775787354,0.1282762587070465
14,fine_tuning,0.9600446224212646,0.12234470993280411
15,fine_tuning,0.9604910612106323,0.11164035648107529
16,fine_tuning,0.9627231955528259,0.1074494794011116
17,fine_tuning,0.9658482074737549,0.09667453169822693
18,fine_tuning,0.965624988079071,0.10207337141036987
19,fine_tuning,0.9705356955528259,0.0903192013502121
20,fine_tuning,0.9680803418159485,0.08980321139097214
