stage,n_estimators,rank,candidate_id,mean_macro_f1,sd_macro_f1,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
3,225,1,30,0.8432522029227213,0.003892789945170726,375.03614749992266,3,entropy,40.0,2,2,0.1,False
3,225,2,51,0.8432522029227213,0.003892789945170726,372.1479534000391,3,entropy,,2,2,0.1,False
3,225,3,81,0.8415447110506404,0.005421752229458722,196.64053180010524,3,entropy,80.0,2,1,0.05,False
3,225,4,87,0.8413019005772112,0.00710792296809379,488.20187129988335,3,gini,60.0,2,2,0.2,False
3,225,5,16,0.8409318423379744,0.005990294576892643,373.59758469997905,3,entropy,,2,1,0.1,False
3,225,6,15,0.8394523418899905,0.002591615731687326,376.3773369999835,3,entropy,,10,1,0.1,False
3,225,7,93,0.8393022647900271,0.004380490894998515,745.0932083999505,3,entropy,60.0,10,1,0.2,False
3,225,8,29,0.8391169613022793,0.004414586426173757,733.8212638999103,3,entropy,20.0,10,1,0.2,False
3,225,9,32,0.8388258246913729,0.004245487523850947,237.3165292000631,3,gini,,10,2,0.1,False
3,225,10,31,0.8365938579266964,0.004155736403329199,482.7018729998963,3,gini,20.0,5,2,0.2,False
3,225,11,5,0.8357975514404443,0.0030358489625896823,360.8758918000385,3,entropy,80.0,10,4,0.1,False
3,225,12,79,0.8357975514404443,0.0030358489625896823,362.2259121000534,3,entropy,60.0,10,4,0.1,False
