mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__gamma,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
33.37939167022705,2.2693921216823343,20.024457613627117,0.058732967449903806,0.01,scale,"{'classifier__C': 0.01, 'classifier__gamma': 'scale'}",0.39755306024981063,0.5602760085881806,0.6554632756135056,0.5377641148171656,0.10648789858666251,17
33.2030865351359,2.1387636384330757,20.220373392105103,0.22957231601417613,0.01,1e-05,"{'classifier__C': 0.01, 'classifier__gamma': 1e-05}",0.3204974792801117,0.5562173174914682,0.4350965375100888,0.4372704447605562,0.09624449745707457,19
32.150039275487266,1.7161679005050754,20.10001023610433,0.8254072273977509,0.01,0.0001,"{'classifier__C': 0.01, 'classifier__gamma': 0.0001}",0.36349524384837373,0.5861038123827191,0.5724722406958743,0.5073570989756557,0.1018778024797705,18
31.96048370997111,1.982551473980352,20.979085445404053,0.6711901997084162,0.01,0.001,"{'classifier__C': 0.01, 'classifier__gamma': 0.001}",0.32341531082479075,0.4538129752249739,0.3714423591263749,0.3828902150587132,0.053846558381765844,22
31.512499570846558,1.4162552867931089,20.254798889160156,0.7625377249932688,0.01,0.01,"{'classifier__C': 0.01, 'classifier__gamma': 0.01}",0.18479859785296235,0.1479483739326094,0.11773274298877714,0.15015990492478296,0.027424142334361728,24
20.32957116762797,0.614450758725468,16.735695521036785,0.2951381931270782,0.1,scale,"{'classifier__C': 0.1, 'classifier__gamma': 'scale'}",0.8384828543014436,0.8403290819932681,0.8346122433212328,0.8378080598719815,0.0023821659250976004,12
30.156822443008423,1.2209008374646835,20.66488552093506,0.6945422900244884,0.1,1e-05,"{'classifier__C': 0.1, 'classifier__gamma': 1e-05}",0.3999701183780219,0.5810981754195008,0.7079240143699074,0.56299743605581,0.12637148435803455,16
21.648176193237305,1.0488167022500705,17.470234711964924,0.20458104955354017,0.1,0.0001,"{'classifier__C': 0.1, 'classifier__gamma': 0.0001}",0.8173801296978933,0.8166838375411781,0.8162062727356881,0.8167567466582532,0.00048199021182584946,14
24.792230208714802,1.6468440243091467,18.211824417114258,0.3507201650734372,0.1,0.001,"{'classifier__C': 0.1, 'classifier__gamma': 0.001}",0.7376245352582256,0.7573415433061594,0.7438545697023144,0.7462735494222331,0.008229163536050941,15
30.625704526901245,0.668687421431465,20.877399444580078,0.5681267752750597,0.1,0.01,"{'classifier__C': 0.1, 'classifier__gamma': 0.01}",0.18479859785296235,0.1479483739326094,0.11773274298877714,0.15015990492478296,0.027424142334361728,24
12.663863023122152,1.3332159950114109,11.86862587928772,0.883193552331846,1.0,scale,"{'classifier__C': 1, 'classifier__gamma': 'scale'}",0.9328655951611153,0.9168741894372604,0.9230186601559075,0.9242528149180944,0.0065865326102589345,6
20.41463367144267,1.5249391823280996,15.627057552337646,0.2800155045005719,1.0,1e-05,"{'classifier__C': 1, 'classifier__gamma': 1e-05}",0.8281756155142518,0.8234167137654987,0.8246360249659047,0.8254094514152185,0.002018320724091307,13
10.794429302215576,0.35916681635868597,10.635763804117838,0.36290179500169895,1.0,0.0001,"{'classifier__C': 1, 'classifier__gamma': 0.0001}",0.9065590311151406,0.8965028105379191,0.9077119740611436,0.9035912719047344,0.005034350853275206,10
21.97434465090434,1.2498054947877582,15.478620052337646,0.35677369938304376,1.0,0.001,"{'classifier__C': 1, 'classifier__gamma': 0.001}",0.9223110111054172,0.9107206616707594,0.9127390501552155,0.9152569076437974,0.005055607761286757,9
30.725514888763428,1.4706570167910458,19.90906016031901,0.11247119911659231,1.0,0.01,"{'classifier__C': 1, 'classifier__gamma': 0.01}",0.36211944624338105,0.3721825520212617,0.35047916576038984,0.36159372134167755,0.008868165304479233,23
15.650810480117798,0.32676789139316414,12.793710629145304,0.2935979418554423,10.0,scale,"{'classifier__C': 10, 'classifier__gamma': 'scale'}",0.9590731963942085,0.934709415045095,0.9350542120258001,0.9429456078217012,0.011404795953531348,1
10.849074284235636,0.5521111552310631,9.284784952799479,0.23614564569190424,10.0,1e-05,"{'classifier__C': 10, 'classifier__gamma': 1e-05}",0.9072533598295458,0.8967193313364531,0.9065833371419887,0.9035186761026625,0.0048156376897073565,11
