,precision,recall,f1-score,support
glioma,0.9846743295019157,0.9178571428571428,0.9500924214417745,280.0
meningioma,0.9003436426116839,0.9357142857142857,0.9176882661996497,280.0
notumor,0.9928057553956835,0.9857142857142858,0.989247311827957,280.0
pituitary,0.9344827586206896,0.9678571428571429,0.9508771929824561,280.0
accuracy,0.9517857142857142,0.9517857142857142,0.9517857142857142,0.9517857142857142
macro avg,0.9530766215324933,0.9517857142857143,0.9519762981129594,1120.0
weighted avg,0.9530766215324931,0.9517857142857142,0.9519762981129595,1120.0
