index,precision,recall,f1-score,support
glioma,0.8405797101449275,0.8285714285714286,0.8345323741007195,280.0
meningioma,0.8410852713178295,0.775,0.8066914498141264,280.0
notumor,0.9602888086642599,0.95,0.9551166965888689,280.0
pituitary,0.8705501618122977,0.9607142857142857,0.9134125636672326,280.0
accuracy,0.8785714285714286,0.8785714285714286,0.8785714285714286,0.8785714285714286
macro avg,0.8781259879848287,0.8785714285714287,0.8774382710427368,1120.0
weighted avg,0.8781259879848288,0.8785714285714286,0.8774382710427369,1120.0
