stage_epoch,stage,accuracy,loss
1,frozen_head,0.7729910612106323,0.592768669128418
2,frozen_head,0.8564732074737549,0.3897651731967926
3,frozen_head,0.8799107074737549,0.3407028615474701
4,frozen_head,0.8843749761581421,0.3151162564754486
5,frozen_head,0.8895089030265808,0.30327460169792175
6,frozen_head,0.8926339149475098,0.28825950622558594
7,frozen_head,0.8955357074737549,0.2725561559200287
8,frozen_head,0.8970982432365417,0.2677813172340393
9,frozen_head,0.9037946462631226,0.2598797380924225
10,frozen_head,0.9035714268684387,0.2532939016819
11,frozen_head,0.90625,0.24777169525623322
12,frozen_head,0.9053571224212646,0.2444343864917755
13,frozen_head,0.9073660969734192,0.239182248711586
14,frozen_head,0.9073660969734192,0.24550914764404297
1,fine_tuning,0.9209821224212646,0.21528252959251404
2,fine_tuning,0.9238839149475098,0.2072879821062088
3,fine_tuning,0.9290178418159485,0.19012460112571716
4,fine_tuning,0.9388392567634583,0.17127016186714172
5,fine_tuning,0.9404017925262451,0.16263292729854584
6,fine_tuning,0.942187488079071,0.1571224480867386
7,fine_tuning,0.9491071701049805,0.14293278753757477
8,fine_tuning,0.9529017806053162,0.13237641751766205
9,fine_tuning,0.9511160850524902,0.13413774967193604
10,fine_tuning,0.9491071701049805,0.13167686760425568
11,fine_tuning,0.9595982432365417,0.11448077857494354
12,fine_tuning,0.9609375,0.11079390347003937
13,fine_tuning,0.9645089507102966,0.10408447682857513
14,fine_tuning,0.9676339030265808,0.09745167940855026
15,fine_tuning,0.9667410850524902,0.0936836525797844
16,fine_tuning,0.9696428775787354,0.0851571261882782
17,fine_tuning,0.973437488079071,0.08072611689567566
18,fine_tuning,0.9752232432365417,0.07720011472702026
19,fine_tuning,0.9725446701049805,0.07684022933244705
20,fine_tuning,0.9756696224212646,0.07001469284296036
