stage,n_estimators,rank,candidate_id,mean_macro_f1,sd_macro_f1,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
3,225,1,20,0.8458211278045047,0.0070016207233078,194.0057269000099,3,entropy,40.0,2,1,0.05,False
3,225,2,79,0.8453440863787952,0.009695108790089647,244.4776915999828,3,gini,60.0,5,1,0.1,False
3,225,3,93,0.8453440863787952,0.009695108790089647,244.2739569999976,3,gini,80.0,5,1,0.1,False
3,225,4,66,0.845279649148665,0.0075095582935443906,370.7088356999884,3,entropy,80.0,2,1,0.1,False
