repeat,outer_fold,stage,n_estimators,candidate_id,inner_fold,macro_f1,fit_seconds
5,2,1,25,1,1,0.87691110380074,1.8802448919999506
5,2,1,25,1,2,0.8534638247885518,1.9308379999999943
5,2,1,25,1,3,0.8725290108657968,1.8196104909999349
5,2,1,25,2,1,0.8700140318649396,0.9720162720000189
5,2,1,25,2,2,0.8620067482292505,1.0078404270000192
5,2,1,25,2,3,0.8538829544964763,0.9699933850000662
5,2,1,25,3,1,0.857140023513947,0.3934932890000482
5,2,1,25,3,2,0.8396083522377297,0.40970196200009923
5,2,1,25,3,3,0.8456483753884295,0.4132252519999611
5,2,1,25,4,1,0.8805871392735627,0.4297156659999928
5,2,1,25,4,2,0.847957083347324,0.42863996300002327
5,2,1,25,4,3,0.8680824373771125,0.42746020300000964
5,2,1,25,5,1,0.8787827562272316,0.2812936909999735
5,2,1,25,5,2,0.8422915003289823,0.28137646099992253
5,2,1,25,5,3,0.8483551564853593,0.2773456269999315
5,2,1,25,6,1,0.8779511017734893,0.5926945259999457
5,2,1,25,6,2,0.8479452829776765,0.5672748910000109
5,2,1,25,6,3,0.8605513536712095,0.5854241319999574
5,2,1,25,7,1,0.8908399587856215,4.9333833069999855
5,2,1,25,7,2,0.8792574319263131,4.793343768
5,2,1,25,7,3,0.8821604248258491,5.0403774029999795
5,2,1,25,8,1,0.8767558999395453,5.1388290520000055
5,2,1,25,8,2,0.8711744016520552,5.250461638999923
5,2,1,25,8,3,0.8861187845663008,5.484302214999957
5,2,1,25,9,1,0.8798537198880483,1.5159771920000367
5,2,1,25,9,2,0.8716371950913875,1.5180549890000066
5,2,1,25,9,3,0.8842173770338335,1.486819190999995
5,2,1,25,10,1,0.8767104353381581,0.22202398499996434
5,2,1,25,10,2,0.8469732023662973,0.2289604169999393
5,2,1,25,10,3,0.8602587250058744,0.22329657499994937
5,2,1,25,11,1,0.8911085728710975,5.920315416999983
5,2,1,25,11,2,0.8707093661072925,5.760946253000043
5,2,1,25,11,3,0.8858009832035404,5.815256198000043
5,2,1,25,12,1,0.8857703425684924,0.7129193310000801
5,2,1,25,12,2,0.860966594711813,0.6992827930000658
5,2,1,25,12,3,0.8727608101709097,0.7014764259999993
5,2,1,25,13,1,0.8922252330940312,1.4764584969999532
5,2,1,25,13,2,0.8636088806123519,1.5061620920000678
5,2,1,25,13,3,0.8764128229303508,1.4850084740000966
5,2,1,25,14,1,0.8829280947403404,0.8436260290000064
5,2,1,25,14,2,0.8604060111434387,0.8712930560000132
5,2,1,25,14,3,0.8761500130279958,0.8580382250000866
5,2,1,25,15,1,0.8688985683927651,0.4530527470000152
5,2,1,25,15,2,0.8364955949063373,0.46450184399998307
5,2,1,25,15,3,0.8565227982432876,0.47211142900005143
5,2,1,25,16,1,0.8795346464106242,0.4274504290000323
5,2,1,25,16,2,0.8495808507466788,0.43371211699991363
5,2,1,25,16,3,0.8543772584722916,0.43896938199998203
5,2,1,25,17,1,0.8737250436817109,0.6319465039999841
5,2,1,25,17,2,0.87185383198108,0.630617228999995
5,2,1,25,17,3,0.8775251463232131,0.6408749060000218
5,2,1,25,18,1,0.882773723945141,0.6785550999999259
5,2,1,25,18,2,0.8652810259435916,0.6759954749999224
5,2,1,25,18,3,0.8770819643117231,0.6506254239999407
5,2,1,25,19,1,0.8606320208396817,0.21829999999999927
5,2,1,25,19,2,0.8526809090736533,0.21964893599999868
5,2,1,25,19,3,0.8479348663321422,0.2184923480000407
5,2,1,25,20,1,0.8895375163174253,2.3523486519999324
5,2,1,25,20,2,0.8690875491749118,2.416972366999971
5,2,1,25,20,3,0.8867163719069888,2.4537859490000073
5,2,1,25,21,1,0.8531243795626596,0.16206849599996076
5,2,1,25,21,2,0.826422607306474,0.1629991989999553
5,2,1,25,21,3,0.8240235169948933,0.1593620449999662
5,2,1,25,22,1,0.8767522113537147,0.8814108179999494
5,2,1,25,22,2,0.8579127259713027,0.902340304000063
5,2,1,25,22,3,0.8883207651941575,0.893969904999949
5,2,1,25,23,1,0.8545417848291206,0.14707816499992532
5,2,1,25,23,2,0.8204373628825579,0.17194389500002671
5,2,1,25,23,3,0.8382335359405731,0.151911944999938
5,2,1,25,24,1,0.8625073548506722,0.2900773210000125
5,2,1,25,24,2,0.8428609185269038,0.29015387100002954
5,2,1,25,24,3,0.8525908034713141,0.3100898210000196
5,2,1,25,25,1,0.8821806137499837,1.2373844459999646
5,2,1,25,25,2,0.8605635855827187,1.2443388939999522
5,2,1,25,25,3,0.8717005996174532,1.172773417999906
5,2,1,25,26,1,0.8614140658109436,0.4113835299999664
5,2,1,25,26,2,0.843680583803466,0.40603013899999496
5,2,1,25,26,3,0.8537745862747886,0.41144271099994967
5,2,1,25,27,1,0.8758369460701276,1.4056836820000171
5,2,1,25,27,2,0.8640947409256715,1.3862760590000107
5,2,1,25,27,3,0.871881629474685,1.3856323290000319
5,2,1,25,28,1,0.8764150574429073,0.7549468559999468
5,2,1,25,28,2,0.8471468943337996,0.7053855269999758
5,2,1,25,28,3,0.8581827583376571,0.7199407729999621
5,2,1,25,29,1,0.8795346464106242,0.44415280800001256
5,2,1,25,29,2,0.8495808507466788,0.44097146599995085
5,2,1,25,29,3,0.8537628536068862,0.4482324240000253
5,2,1,25,30,1,0.8783770648121018,0.8213665019999326
5,2,1,25,30,2,0.8557572063114237,0.8039987329999576
5,2,1,25,30,3,0.8708203115566535,0.7905604119999907
5,2,1,25,31,1,0.8616780093078469,0.8006465130000606
5,2,1,25,31,2,0.8453115792359451,0.7731970959999899
5,2,1,25,31,3,0.8605650135717581,0.8091334490000008
5,2,1,25,32,1,0.8723351031237334,0.4284759290000011
5,2,1,25,32,2,0.8451191333023248,0.4306382149999308
5,2,1,25,32,3,0.8551989847144625,0.43745137700000214
5,2,1,25,33,1,0.8846757860635717,3.6155688610000425
5,2,1,25,33,2,0.8532743828680165,3.7564246199999616
5,2,1,25,33,3,0.885397282988745,3.5754803639999864
5,2,1,25,34,1,0.8838647011712144,0.8519438920000084
5,2,1,25,34,2,0.8646265674085696,0.8303859009999996
5,2,1,25,34,3,0.8670961991589723,0.8434345760000497
5,2,1,25,35,1,0.862048026454941,0.23092331300006208
5,2,1,25,35,2,0.8483288257232046,0.21314720700002
5,2,1,25,35,3,0.8547899304322448,0.21341129499990075
5,2,1,25,36,1,0.8704446297072426,0.2296660959999599
5,2,1,25,36,2,0.8552327996020894,0.24035145599998486
5,2,1,25,36,3,0.8690688967181088,0.2568089300000338
5,2,1,25,37,1,0.8813534260616941,2.515226857000016
5,2,1,25,37,2,0.878005105819682,2.4296073179999667
5,2,1,25,37,3,0.8871970606978667,2.373920109000096
5,2,1,25,38,1,0.8698423267307668,3.4906742140000233
5,2,1,25,38,2,0.8588675783220752,3.5380492849999428
5,2,1,25,38,3,0.872550472354071,3.649617938999995
5,2,1,25,39,1,0.858326203794074,0.20697596499996962
5,2,1,25,39,2,0.8252637074256246,0.2013931459999867
5,2,1,25,39,3,0.8319785995313764,0.20021679799992853
5,2,1,25,40,1,0.8652502532778398,3.1734391899999537
5,2,1,25,40,2,0.858008277999081,3.042389749999984
5,2,1,25,40,3,0.870921550867658,3.235702528999923
5,2,1,25,41,1,0.8674532463205002,0.7733436120000761
5,2,1,25,41,2,0.8502078252284172,0.7723100160000058
5,2,1,25,41,3,0.8640990512139831,0.7407494830000587
5,2,1,25,42,1,0.8666842097304229,0.3023483939999778
5,2,1,25,42,2,0.8428361878952362,0.2923971459999848
5,2,1,25,42,3,0.8654128737882327,0.29223854699989715
5,2,1,25,43,1,0.8837882396836301,0.6598253529999738
5,2,1,25,43,2,0.8697674907034079,0.6608906609999394
5,2,1,25,43,3,0.8750259124836665,0.6415847370000165
5,2,1,25,44,1,0.8767104353381581,0.2276472759999706
5,2,1,25,44,2,0.8469732023662973,0.22899816900007863
5,2,1,25,44,3,0.8602587250058744,0.2221954059999689
5,2,1,25,45,1,0.8787827562272316,0.26879028000007565
5,2,1,25,45,2,0.8422915003289823,0.28041939000002003
5,2,1,25,45,3,0.8483551564853593,0.2757728120000138
5,2,1,25,46,1,0.8608800605262348,0.5078146390000029
5,2,1,25,46,2,0.8397105869321869,0.49915043800001513
5,2,1,25,46,3,0.8502633419448029,0.4956936089999999
5,2,1,25,47,1,0.8730973368623695,0.7428651519999221
5,2,1,25,47,2,0.8533421997717598,0.7030994689999943
5,2,1,25,47,3,0.8623024919426893,0.7360897899999372
5,2,1,25,48,1,0.8761509387729485,2.7491261159999567
5,2,1,25,48,2,0.8573658946732545,2.64631981499997
