iter,n_resources,rank_test_score,candidate_id,mean_test_score,std_test_score,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
0,25,1,72,0.8992367333186356,0.008752155308428024,20.314727199962363,3,gini,,2,1,0.2,False
0,25,2,90,0.8924902032958423,0.009613263179149022,27.30022790003568,3,entropy,40.0,2,4,0.2,False
0,25,3,37,0.8910554461709427,0.009613324837696701,9.095623500063084,3,gini,80.0,2,4,0.1,False
0,25,4,78,0.8908163489748677,0.009882538561657564,9.521548799937591,3,gini,20.0,10,4,0.1,False
0,25,5,29,0.8888385215148887,0.006582910330722166,16.00872000004165,3,gini,80.0,5,8,0.2,False
0,25,6,81,0.8887736187887031,0.011581161546816212,18.289544599945657,3,gini,80.0,10,4,0.2,False
0,25,7,57,0.8880710984300615,0.010025995262403888,9.176730400067754,3,gini,40.0,20,4,0.1,False
0,25,8,13,0.8879654055455029,0.004152019619570605,27.34999580006115,3,entropy,80.0,10,1,0.2,False
0,25,9,44,0.8871148319470707,0.011495225555963813,8.433660400100052,3,gini,80.0,2,8,0.1,False
0,25,10,4,0.8870913705646938,0.009540887366252,5.49498319986742,3,gini,20.0,2,1,0.05,False
0,25,11,95,0.8869154712022276,0.00776005468177829,7.779403500026092,3,entropy,40.0,5,4,0.05,False
0,25,12,85,0.886426834223336,0.01179032281290172,26.75391329987906,3,entropy,20.0,2,8,0.2,False
0,25,13,61,0.8862276791721483,0.00632537402479669,25.674000299884938,3,entropy,20.0,20,8,0.2,False
0,25,14,31,0.8859406061032801,0.005389702239857518,9.921510800137185,3,gini,60.0,5,2,0.1,False
0,25,15,74,0.8849277958786809,0.014524354381620396,2.487682400038466,3,gini,80.0,5,2,sqrt,False
0,25,16,97,0.8847581864963837,0.006216568876131506,17.870514399954118,3,entropy,20.0,2,1,0.2,True
0,25,17,17,0.8841516808315784,0.004656471475587352,14.65031179995276,3,entropy,40.0,10,1,0.1,False
0,25,18,33,0.8841516808315784,0.004656471475587352,14.252847800031304,3,entropy,60.0,10,1,0.1,False
0,25,19,25,0.8841288760439996,0.008550901672275114,7.857757800025865,3,entropy,40.0,5,2,0.05,False
0,25,20,56,0.8840109971824753,0.01049723295223202,3.538862799992785,3,entropy,80.0,5,2,0.02,False
0,25,21,67,0.883995815233531,0.012976799035967348,3.502705900114961,3,entropy,,5,1,0.02,False
0,25,22,2,0.8838286934244749,0.016411356878535486,3.454988899989985,3,entropy,,10,1,0.02,False
0,25,23,64,0.8824218171513891,0.004157211508979738,7.1649643001146615,3,entropy,,20,4,0.05,False
0,25,24,68,0.8822518128119322,0.012022508819878588,7.494037800002843,3,entropy,,20,1,0.05,False
0,25,25,100,0.881814481712944,0.012720121764491592,12.314798600156792,3,gini,20.0,10,1,0.2,True
0,25,26,3,0.881178470713509,0.010555341198270602,4.804541299934499,3,entropy,80.0,20,1,0.05,True
0,25,27,89,0.8811726502967397,0.00993234317450745,6.639143499894999,3,gini,40.0,2,1,0.1,True
0,25,28,20,0.8811294701075966,0.009446663966079422,16.369932700064965,3,entropy,20.0,20,1,0.2,True
0,25,29,75,0.8811294701075966,0.009446663966079422,17.313778200070374,3,entropy,,20,1,0.2,True
0,25,30,92,0.8808690335425915,0.0073077530816214546,17.57101029995829,3,entropy,20.0,5,4,0.2,True
0,25,31,60,0.8804271619548807,0.012013515887946259,3.526709499885328,3,entropy,20.0,2,1,0.02,False
0,25,32,53,0.8803914042586528,0.009245206095833979,2.6637987999711186,3,gini,60.0,2,1,sqrt,False
0,25,33,23,0.8800969648569397,0.015455141842808101,16.40919390018098,3,entropy,60.0,2,2,0.2,True
0,25,34,38,0.8800888656972767,0.012103279442966734,16.621052699862048,3,entropy,,5,2,0.2,True
0,25,35,45,0.8800830104168663,0.006164417823196937,10.642776899971068,3,gini,,20,4,0.2,True
0,25,36,16,0.8799950774484685,0.009911678190626579,2.765139300026931,3,gini,60.0,20,2,sqrt,False
0,25,37,46,0.8799950774484685,0.009911678190626579,2.712352499947883,3,gini,40.0,20,2,sqrt,False
0,25,38,34,0.8799375190234251,0.009425550563777084,10.54379149992019,3,gini,,5,4,0.2,True
0,25,39,99,0.8795427205398935,0.006809083317641562,3.7507911999709904,3,entropy,40.0,20,1,sqrt,False
0,25,40,21,0.8795023300024476,0.008883614642930774,5.221942100091837,3,gini,,20,2,0.05,False
0,25,41,96,0.8795023300024476,0.008883614642930774,5.618492599925958,3,gini,40.0,20,2,0.05,False
0,25,42,19,0.8794450208748555,0.006467452079239526,3.4373481000075117,3,entropy,80.0,20,2,0.02,False
0,25,43,69,0.8789332531156498,0.010642709761728267,3.3782405998790637,3,entropy,60.0,2,2,0.02,False
0,25,44,18,0.8784751055434464,0.005943885902022048,8.572867499897256,3,entropy,80.0,5,2,0.1,True
0,25,45,26,0.8784751055434464,0.005943885902022048,8.635244400124066,3,entropy,,5,2,0.1,True
0,25,46,83,0.8783625577670978,0.007204394485755867,4.373943999991752,3,gini,20.0,5,8,0.05,False
0,25,47,5,0.8782525577399722,0.0027770644526323167,3.3248648999724537,3,entropy,40.0,5,8,sqrt,False
0,25,48,9,0.8782525577399722,0.0027770644526323167,3.6085880000609905,3,entropy,,2,8,sqrt,False
0,25,49,8,0.8776963458410248,0.013074811013344682,4.840200799982995,3,entropy,40.0,20,2,0.05,True
0,25,50,84,0.8775970954195437,0.012741042225252932,8.821018199902028,3,entropy,40.0,20,1,0.1,True
0,25,51,42,0.8775202243180038,0.010474190250148641,2.262121499981731,3,gini,,5,2,0.02,False
0,25,52,32,0.8774747912627229,0.008488343067550584,4.401614299975336,3,gini,80.0,20,8,0.05,False
0,25,53,12,0.8771310789433903,0.008207912395874936,16.469675999949686,3,entropy,40.0,10,2,0.2,True
0,25,54,50,0.8769952406330922,0.0072806516724114355,2.132487100083381,3,gini,40.0,10,2,0.02,False
0,25,55,28,0.8768293543257286,0.007612326130215714,12.159268599934876,3,gini,80.0,2,1,0.2,True
0,25,56,1,0.876254933124005,0.01108485012300452,3.3825850998982787,3,gini,40.0,2,2,0.05,True
0,25,57,51,0.876254933124005,0.01108485012300452,3.4085319000296295,3,gini,,2,2,0.05,True
0,25,58,11,0.8762284967054729,0.012274963375252405,3.4626029998762533,3,gini,80.0,2,1,0.05,True
0,25,59,62,0.8762284967054729,0.012274963375252405,3.6233533999184147,3,gini,40.0,2,1,0.05,True
0,25,60,58,0.8761789442237079,0.0072773098710120195,2.181572600034997,3,gini,60.0,2,8,0.02,False
0,25,61,79,0.876138970016831,0.01284306567943422,12.256656699930318,3,gini,60.0,5,1,0.2,True
0,25,62,94,0.8761386173283308,0.009178498423900252,16.809962600003928,3,entropy,20.0,20,4,0.2,True
0,25,63,59,0.8756722726159784,0.014869727758450066,1.9338696000631899,3,gini,,20,8,0.02,False
0,25,64,77,0.8756596615926405,0.011877029151029287,6.310539499856532,3,gini,60.0,5,2,0.1,True
0,25,65,63,0.8755435096145182,0.009351220326063746,6.088696300052106,3,gini,80.0,20,2,0.1,True
0,25,66,27,0.8752813258177912,0.009111939253725597,4.657376200077124,3,entropy,60.0,5,4,0.05,True
0,25,67,10,0.874817917994673,0.009285538389930088,15.39237489993684,3,entropy,40.0,10,8,0.2,True
0,25,68,39,0.8735359210132604,0.010537919436925872,4.941442999988794,3,entropy,80.0,10,1,0.05,True
0,25,69,30,0.8730349076338406,0.012236143245633158,3.3184308001073077,3,entropy,80.0,20,4,0.02,False
0,25,70,36,0.8730349076338406,0.012236143245633158,3.240010999958031,3,entropy,40.0,20,4,0.02,False
0,25,71,93,0.8729745743199947,0.013756757998409575,5.241453399998136,3,gini,,20,8,0.1,True
0,25,72,40,0.8728040346390552,0.012657333504799527,4.78931299992837,3,entropy,80.0,2,1,0.05,True
0,25,73,43,0.872782685084401,0.008086537348507332,1.559380899881944,3,gini,,5,2,0.02,True
0,25,74,91,0.8727517129532992,0.017347646890998443,9.902907699928619,3,gini,,2,8,0.2,True
0,25,75,14,0.8724492063407453,0.01426443966837743,3.6046015999745578,3,gini,60.0,5,1,0.05,True
0,25,76,88,0.8724017832084751,0.006882909933776667,2.5083720999537036,3,entropy,20.0,2,1,0.02,True
0,25,77,7,0.871285836585531,0.016107457920065963,7.889411399955861,3,entropy,,2,8,0.1,True
0,25,78,15,0.871285836585531,0.016107457920065963,8.010208699968643,3,entropy,40.0,2,8,0.1,True
0,25,79,24,0.8705127622512867,0.012407547380722382,2.2460354000795633,3,entropy,80.0,20,1,0.02,True
0,25,80,80,0.869946235975333,0.011108315575176508,2.266743899905123,3,entropy,60.0,10,4,0.02,True
0,25,81,54,0.869906019279021,0.0054451948424831115,2.2601604000665247,3,entropy,40.0,2,4,sqrt,True
0,25,82,6,0.8696887542954462,0.00758600162004341,2.5782880999613553,3,entropy,20.0,10,2,sqrt,True
0,25,83,41,0.8683722920202985,0.01310180979974903,2.095242299954407,3,entropy,40.0,2,4,0.02,True
0,25,84,98,0.8683722920202985,0.01310180979974903,2.193474200088531,3,entropy,80.0,5,4,0.02,True
0,25,85,87,0.8676735803548503,0.009211341013095476,2.407447300036438,3,entropy,80.0,2,8,sqrt,True
0,25,86,52,0.86745011169588,0.010369026696097391,1.8966983000282198,3,gini,,10,2,sqrt,True
0,25,87,35,0.8670795349712096,0.010852246164091191,2.2443354000570253,3,entropy,20.0,20,2,0.02,True
0,25,88,22,0.8670653314518151,0.0014340801215912931,1.6018558000214398,3,gini,20.0,5,4,0.02,True
0,25,89,70,0.8664165379795173,0.008995039838595521,1.7410548999905586,3,gini,80.0,10,4,sqrt,True
0,25,90,71,0.863272296336658,0.006923680415193323,0.9664242999861017,3,gini,,5,4,log2,False
0,25,91,73,0.857202708220688,0.005908532510263039,1.3084607000928372,3,entropy,20.0,5,1,log2,False
0,25,92,66,0.8548494258330641,0.010120013551531033,1.2847013000864536,3,entropy,60.0,5,2,log2,False
0,25,93,49,0.8538628603362571,0.011612844817624384,0.9664270000066608,3,entropy,,10,1,log2,True
0,25,94,86,0.8535967251821713,0.008648989213369119,1.2191466999938712,3,entropy,20.0,10,8,log2,False
0,25,95,82,0.850994349924472,0.017936037235687742,0.7960137000773102,3,gini,20.0,5,1,log2,True
0,25,96,55,0.847212941676478,0.012078444273533386,0.7032868000678718,3,gini,60.0,20,4,log2,True
0,25,97,76,0.847212941676478,0.012078444273533386,0.7307519000023603,3,gini,80.0,20,4,log2,True
0,25,98,48,0.8469281515376496,0.009244804268834799,0.7732810000889003,3,gini,40.0,5,2,log2,True
0,25,99,47,0.8463241448792931,0.015755164481634047,0.9749574998859316,3,entropy,20.0,2,4,log2,True
0,25,100,65,0.8361985887243346,0.005259835460935147,0.796228599967435,3,entropy,40.0,10,8,log2,True
