rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,ResNet50,3,2,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,5,0.15680788457393646,14,0.244164377450943,5,0.15680788457393646,0.9642857142857143,0.9642857142857143,0.9642529192800933,0.9642857142857143,0.9642031541771151,0.15680790953698281,128.11089686299965,96.80730623099953,228.80414518100224,23
2,ResNet50,3,2,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,7,0.18035273253917694,12,0.22374501824378967,7,0.18035273253917694,0.9553571428571429,0.9553571428571428,0.9565667913493999,0.9553571428571428,0.9555551090014174,0.18035275975631718,128.39012538099996,120.67765608699847,287.5426080420002,23
3,ResNet50,3,2,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,5,0.16596101224422455,14,0.2722162902355194,5,0.16596101224422455,0.9486607142857143,0.9486607142857142,0.9498780864528202,0.9486607142857142,0.948861868029119,0.16596100304280173,72.44515535800019,50.36017778899986,126.3297318770019,23
4,ResNet50,3,2,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,5,0.16663213074207306,14,0.22594401240348816,5,0.16663213074207306,0.9486607142857143,0.9486607142857143,0.9495094454776285,0.9486607142857143,0.9488245077525618,0.1666321342614334,69.41867851200004,50.565761728001235,123.52386393000052,23
5,ResNet50,3,2,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,5,0.1777966469526291,15,0.2490735501050949,5,0.1777966469526291,0.9464285714285714,0.9464285714285714,0.946959890763965,0.9464285714285714,0.9466012043938665,0.17779668990198536,91.77423279499999,68.08656182900086,163.44583279799917,23
6,ResNet50,3,2,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,7,0.18793486058712006,14,0.22594401240348816,7,0.18793486058712006,0.9464285714285714,0.9464285714285714,0.9473593041572023,0.9464285714285714,0.9465984496535008,0.18793484791932277,69.74507546899986,63.240182100998936,136.4880058009985,23
7,ResNet50,3,2,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,6,0.17465834319591522,14,0.22170628607273102,6,0.17465834319591522,0.9464285714285714,0.9464285714285714,0.9468061736289646,0.9464285714285714,0.9465326588590117,0.17465835666325194,88.55186439400131,76.44906289599749,168.73175899000125,23
8,ResNet50,3,2,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,4,0.1911511868238449,14,0.244164377450943,4,0.1911511868238449,0.9441964285714286,0.9441964285714286,0.9447490624633774,0.9441964285714286,0.9442113137337544,0.19115122516644495,127.48115481399873,85.44839429999774,216.8088184469998,23
9,ResNet50,3,2,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,4,0.19027109444141388,12,0.22374501824378967,4,0.19027109444141388,0.9397321428571429,0.9397321428571428,0.9401554133251413,0.9397321428571428,0.9396993891700287,0.19027110577011555,128.30296415699922,85.70063562599898,243.38085883700114,23
10,ResNet50,3,2,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,10,0.18986204266548157,14,0.2722162902355194,10,0.18986204266548157,0.9397321428571429,0.9397321428571428,0.9395077643432906,0.9397321428571428,0.9395914768443192,0.18986206593355184,71.9555207309968,79.5917412020026,155.0874377720029,23
11,ResNet50,3,2,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,5,0.1846977025270462,14,0.22170628607273102,5,0.1846977025270462,0.9352678571428571,0.9352678571428572,0.9360048610729191,0.9352678571428572,0.935451930526453,0.18469770533525395,88.24735458199939,68.36774834000244,160.2015419499985,23
12,ResNet50,3,2,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,5,0.18866492807865143,15,0.2490735501050949,5,0.18866492807865143,0.9330357142857143,0.9330357142857143,0.9330922793093845,0.9330357142857143,0.9329491581427423,0.18866493331591228,92.74822931499875,68.42063432599753,164.8029100849999,23
