rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,EfficientNetB0,8,2,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,20,0.16147294640541077,9,0.26517122983932495,20,0.16147294640541077,0.9330357142857143,0.9330357142857143,0.9352247115712438,0.9330357142857143,0.9337048462912203,0.16147293652153014,97.28490797199993,184.02270705499905,293.13525841599767,13
2,EfficientNetB0,8,2,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,19,0.1660948097705841,15,0.2860317528247833,19,0.1660948097705841,0.9330357142857143,0.9330357142857143,0.934813576117924,0.9330357142857143,0.9336197323250783,0.1660947943607063,122.34135152200179,185.02375037000093,318.8937113480024,13
3,EfficientNetB0,8,2,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,19,0.1728392392396927,15,0.263467013835907,19,0.1728392392396927,0.9285714285714286,0.9285714285714286,0.9302362707535121,0.9285714285714286,0.9291068580542264,0.17283923111318744,82.78462301400214,117.68010292500185,203.971294682,13
4,EfficientNetB0,8,2,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,19,0.19367341697216034,15,0.30921220779418945,19,0.19367341697216034,0.9285714285714286,0.9285714285714286,0.9298804662398668,0.9285714285714286,0.9289931270704174,0.19367340594319035,82.91423855700123,118.2842443720001,204.72702955800196,13
5,EfficientNetB0,8,2,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,20,0.21853482723236084,9,0.26517122983932495,20,0.21853482723236084,0.9241071428571429,0.9241071428571429,0.9259437153769537,0.9241071428571429,0.9245174506480734,0.2185348281518075,98.12760278999849,186.510159878002,295.586269206,13
6,EfficientNetB0,8,2,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,18,0.20008255541324615,15,0.2717294991016388,18,0.20008255541324615,0.9196428571428571,0.9196428571428572,0.9209454841896074,0.9196428571428572,0.920062953848977,0.20008255386101528,67.10479277700142,91.39297893499679,162.2385370310003,13
7,EfficientNetB0,8,2,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,19,0.2229839414358139,15,0.263467013835907,19,0.2229839414358139,0.9174107142857143,0.9174107142857143,0.9201973111845436,0.9174107142857143,0.9179607719547052,0.22298394629756926,82.23243839899806,117.64324734199909,203.40835898799924,13
8,EfficientNetB0,8,2,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,20,0.2290191799402237,15,0.33135518431663513,20,0.2290191799402237,0.9151785714285714,0.9151785714285714,0.9193465308524963,0.9151785714285714,0.9161745079230775,0.22901916612543896,67.86324210400198,93.16423464599939,164.47498534499755,13
9,EfficientNetB0,8,2,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,20,0.23943641781806946,15,0.2717294991016388,20,0.23943641781806946,0.9151785714285714,0.9151785714285715,0.9168789081579218,0.9151785714285715,0.9155250083411584,0.23943644770545305,67.17456538099941,91.96905383899866,162.6718737409974,13
10,EfficientNetB0,8,2,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,19,0.22971026599407196,15,0.2860317528247833,19,0.22971026599407196,0.9129464285714286,0.9129464285714286,0.9164446361261014,0.9129464285714286,0.913755437111008,0.2297102683567111,122.78436941000109,182.49178024299908,308.9189396449983,13
11,EfficientNetB0,8,2,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,20,0.2562679052352905,15,0.30921220779418945,20,0.2562679052352905,0.90625,0.90625,0.9085785572316633,0.90625,0.9067411975114583,0.25626787841600585,83.20863158900102,118.30672118500297,205.04048076899926,13
12,EfficientNetB0,8,2,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,20,0.2814481854438782,15,0.33135518431663513,20,0.2814481854438782,0.9040178571428571,0.9040178571428571,0.9072851745923333,0.9040178571428571,0.904756664504371,0.2814482002412615,67.78936600000088,93.38762157399833,164.58938089200092,13
