rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,ResNet50,9,5,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,5,0.1475318819284439,7,0.19274258613586426,5,0.1475318819284439,0.9642857142857143,0.9642857142857144,0.9644613406504999,0.9642857142857144,0.9643444337194338,0.14682506579582075,62.02495460599948,69.28450873099973,150.65990225699989,23
2,ResNet50,9,5,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,6,0.15103264153003693,15,0.19613073766231537,6,0.15103264153003693,0.9575892857142857,0.9575892857142856,0.9576154517730605,0.9575892857142856,0.9575364056443425,0.1510326621877866,94.12637502100006,75.65419683100026,180.28974920599921,23
3,ResNet50,9,5,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,7,0.1580887883901596,13,0.18551801145076752,7,0.1580887883901596,0.9575892857142857,0.9575892857142857,0.9577904827904828,0.9575892857142857,0.9575321645102521,0.15808879036877377,126.95530639200024,119.84344728199994,267.71733207000034,23
4,ResNet50,9,5,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,4,0.14575839042663574,13,0.18551801145076752,4,0.14575839042663574,0.9553571428571429,0.9553571428571428,0.9558311371728269,0.9553571428571428,0.9553894582346277,0.1457584123145829,126.33254523699998,90.92915306400027,233.75436446999993,23
5,ResNet50,9,5,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,5,0.15744416415691376,14,0.18498161435127258,5,0.15744416415691376,0.9553571428571429,0.9553571428571428,0.9554089229735782,0.9553571428571428,0.9552714133306238,0.157444157314933,71.88603095300004,51.97354457000074,127.44290201000058,23
6,ResNet50,9,5,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,7,0.15366555750370026,15,0.1861480176448822,7,0.15366555750370026,0.9553571428571429,0.9553571428571429,0.9556507819268276,0.9553571428571429,0.9552543843624406,0.15366560711269778,126.34712504900017,118.97705861299983,249.21652725900003,23
7,ResNet50,9,5,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,4,0.14464931190013885,15,0.1861480176448822,4,0.14464931190013885,0.9553571428571429,0.9553571428571428,0.9553990659185135,0.9553571428571428,0.955198544252354,0.14464936197451372,126.86164452199955,85.36855709699921,216.01795024399962,23
8,ResNet50,9,5,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,5,0.15394245088100433,15,0.2089240401983261,5,0.15394245088100433,0.953125,0.953125,0.9532134563957959,0.953125,0.9529944584007968,0.15394245963699915,73.74804049600061,52.42909098700147,129.7763621309996,23
9,ResNet50,9,5,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,4,0.16612079739570618,7,0.19274258613586426,4,0.16612079739570618,0.9486607142857143,0.9486607142857142,0.9491460431850105,0.9486607142857142,0.94883643461923,0.16612080078293673,63.62788850299967,62.42905663700003,145.71063858599973,23
10,ResNet50,9,5,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,5,0.16582202911376953,14,0.18498161435127258,5,0.16582202911376953,0.9441964285714286,0.9441964285714286,0.9453840044263582,0.9441964285714286,0.9444325763071882,0.16582204882677523,72.11795014600011,52.513134515000274,128.30043838500023,23
11,ResNet50,9,5,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,8,0.17148156464099884,15,0.19613073766231537,8,0.17148156464099884,0.9441964285714286,0.9441964285714286,0.9448534530771373,0.9441964285714286,0.9444094069647168,0.17148157744992515,94.40158280800006,96.70498174900058,194.82858263799972,23
12,ResNet50,9,5,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,8,0.1710996776819229,15,0.2089240401983261,8,0.1710996776819229,0.9419642857142857,0.9419642857142857,0.942705203418412,0.9419642857142857,0.9421330867122143,0.1710996739609693,73.67817862999982,69.09601978200044,148.66488316999857,23
