stage_epoch,stage,accuracy,loss,val_accuracy,val_loss,learning_rate
1,frozen_head,0.7229662537574768,0.6977608799934387,0.8415178656578064,0.4033377468585968,0.0010000000474974513
2,frozen_head,0.8427579402923584,0.4196119010448456,0.8950892686843872,0.2877950072288513,0.0010000000474974513
3,frozen_head,0.8754960298538208,0.3376215994358063,0.8883928656578064,0.2576833665370941,0.0010000000474974513
4,frozen_head,0.8928571343421936,0.29207444190979004,0.921875,0.23829153180122375,0.0010000000474974513
5,frozen_head,0.9015377163887024,0.27008751034736633,0.9151785969734192,0.2197691649198532,0.0010000000474974513
6,frozen_head,0.9060019850730896,0.2524043321609497,0.9263392686843872,0.20156075060367584,0.0010000000474974513
7,frozen_head,0.9139384627342224,0.2313689887523651,0.9419642686843872,0.1987680196762085,0.0010000000474974513
8,frozen_head,0.9166666865348816,0.21684566140174866,0.9040178656578064,0.26420366764068604,0.0010000000474974513
9,frozen_head,0.9134424328804016,0.22527441382408142,0.9330357313156128,0.19179680943489075,0.0010000000474974513
10,frozen_head,0.9211309552192688,0.2095990926027298,0.9285714030265808,0.18660973012447357,0.0010000000474974513
11,frozen_head,0.9228670597076416,0.20405696332454681,0.9017857313156128,0.21863918006420135,0.0010000000474974513
12,frozen_head,0.9241071343421936,0.20023351907730103,0.9330357313156128,0.17699265480041504,0.0010000000474974513
13,frozen_head,0.9322916865348816,0.1842345893383026,0.9308035969734192,0.18218329548835754,0.0010000000474974513
14,frozen_head,0.9330357313156128,0.18156485259532928,0.9241071343421936,0.2025342732667923,0.0010000000474974513
15,frozen_head,0.9419642686843872,0.1597515195608139,0.9352678656578064,0.18000923097133636,0.00020000000949949026
1,fine_tuning,0.945684552192688,0.15812310576438904,0.9441964030265808,0.14950285851955414,9.999999747378752e-06
2,fine_tuning,0.9709821343421936,0.09147248417139053,0.9508928656578064,0.1437806636095047,9.999999747378752e-06
3,fine_tuning,0.984375,0.052611514925956726,0.9352678656578064,0.15258333086967468,9.999999747378752e-06
4,fine_tuning,0.9900793433189392,0.032298337668180466,0.9620535969734192,0.14256097376346588,9.999999747378752e-06
5,fine_tuning,0.9945436716079712,0.018158460035920143,0.9575892686843872,0.1399085819721222,9.999999747378752e-06
6,fine_tuning,0.9967758059501648,0.011428260244429111,0.9575892686843872,0.18141020834445953,9.999999747378752e-06
7,fine_tuning,0.997519850730896,0.009467873722314835,0.9575892686843872,0.17847919464111328,9.999999747378752e-06
8,fine_tuning,0.9992559552192688,0.004703911487013102,0.9553571343421936,0.16745834052562714,1.9999999949504854e-06
