stage_epoch,stage,accuracy,loss,val_accuracy,val_loss,learning_rate
1,frozen_head,0.7802579402923584,0.5790601372718811,0.8571428656578064,0.35627827048301697,0.0010000000474974513
2,frozen_head,0.8638392686843872,0.35838085412979126,0.8772321343421936,0.32050296664237976,0.0010000000474974513
3,frozen_head,0.885664701461792,0.3132556974887848,0.8616071343421936,0.3209914565086365,0.0010000000474974513
4,frozen_head,0.893105149269104,0.28606218099594116,0.8660714030265808,0.31798332929611206,0.0010000000474974513
5,frozen_head,0.9040178656578064,0.2530207931995392,0.8928571343421936,0.2781663239002228,0.0010000000474974513
6,frozen_head,0.91567462682724,0.22906345129013062,0.8995535969734192,0.30423784255981445,0.0010000000474974513
7,frozen_head,0.9203869104385376,0.22372035682201385,0.890625,0.2805246412754059,0.0010000000474974513
8,frozen_head,0.9365079402923584,0.17964446544647217,0.8973214030265808,0.25585833191871643,0.00020000000949949026
9,frozen_head,0.9322916865348816,0.17388468980789185,0.8928571343421936,0.26413825154304504,0.00020000000949949026
10,frozen_head,0.9365079402923584,0.16417913138866425,0.90625,0.223365917801857,0.00020000000949949026
11,frozen_head,0.936259925365448,0.16236233711242676,0.8995535969734192,0.2235213965177536,0.00020000000949949026
12,frozen_head,0.939980149269104,0.16043730080127716,0.90625,0.22229884564876556,0.00020000000949949026
13,frozen_head,0.9382440447807312,0.15759365260601044,0.8995535969734192,0.23509922623634338,0.00020000000949949026
14,frozen_head,0.9397321343421936,0.15994825959205627,0.9174107313156128,0.21120736002922058,0.00020000000949949026
15,frozen_head,0.9414682388305664,0.1608443558216095,0.9040178656578064,0.22796383500099182,0.00020000000949949026
1,fine_tuning,0.9407241940498352,0.16019617021083832,0.921875,0.21471962332725525,9.999999747378752e-06
2,fine_tuning,0.9759424328804016,0.07078906148672104,0.9375,0.16563884913921356,9.999999747378752e-06
3,fine_tuning,0.9866071343421936,0.036963336169719696,0.9397321343421936,0.14156410098075867,9.999999747378752e-06
4,fine_tuning,0.9903273582458496,0.02718225307762623,0.9263392686843872,0.205729678273201,9.999999747378752e-06
5,fine_tuning,0.9970238208770752,0.011882742866873741,0.9397321343421936,0.1522747427225113,9.999999747378752e-06
6,fine_tuning,0.9995039701461792,0.005690872669219971,0.9419642686843872,0.1640348583459854,1.9999999949504854e-06
