stage_epoch,stage,accuracy,loss
1,frozen_head,0.7828124761581421,0.5708379745483398
2,frozen_head,0.8685267567634583,0.3541750907897949
3,frozen_head,0.8890625238418579,0.3161689341068268
4,frozen_head,0.8977678418159485,0.2748204469680786
5,frozen_head,0.9024553298950195,0.25744569301605225
6,frozen_head,0.9091517925262451,0.23866772651672363
7,frozen_head,0.9147321581840515,0.23528490960597992
8,frozen_head,0.9178571701049805,0.2285449057817459
9,frozen_head,0.9194196462631226,0.220961332321167
10,frozen_head,0.9216517806053162,0.2084304243326187
11,frozen_head,0.9198660850524902,0.19779320061206818
1,fine_tuning,0.9417410492897034,0.15236268937587738
2,fine_tuning,0.9613839387893677,0.1056349128484726
3,fine_tuning,0.9781249761581421,0.06251812726259232
