index,precision,recall,f1-score,support
glioma,0.8339483394833949,0.8071428571428572,0.8203266787658802,280.0
meningioma,0.7689393939393939,0.725,0.7463235294117647,280.0
notumor,0.9411764705882353,0.9714285714285714,0.9560632688927944,280.0
pituitary,0.8682432432432432,0.9178571428571428,0.8923611111111112,280.0
accuracy,0.8553571428571428,0.8553571428571428,0.8553571428571428,0.8553571428571428
macro avg,0.8530768618135667,0.8553571428571428,0.8537686470453877,1120.0
weighted avg,0.8530768618135668,0.8553571428571428,0.8537686470453876,1120.0
