mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1405.2396076520283,9.288685897194826,0.2841203212738037,0.016417634491244875,500,2,2,0.1,40,gini,False,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.1, 'max_depth': 40, 'criterion': 'gini', 'bootstrap': False}",0.8494186098918255,0.8332645857193264,0.8346147601547764,0.8390993185886427,0.007317630422547667,7
226.38738791147867,0.4306746376699123,0.1719383398691813,0.014132762697631864,300,20,4,0.05,20,gini,True,"{'n_estimators': 300, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_features': 0.05, 'max_depth': 20, 'criterion': 'gini', 'bootstrap': True}",0.8267551832410346,0.8179870357012349,0.8186394033632487,0.8211272074351728,0.003988481719914253,57
40.921067794164024,0.07380446598674632,0.5288882255554199,0.014089856304743499,800,20,4,log2,,gini,False,"{'n_estimators': 800, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': None, 'criterion': 'gini', 'bootstrap': False}",0.810985903104642,0.8114235238174505,0.7944200622012385,0.8056098297077771,0.00791437723849698,89
547.4424585501353,2.497111495769702,0.24089932441711426,0.011255541082012115,500,2,8,0.05,40,entropy,True,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 0.05, 'max_depth': 40, 'criterion': 'entropy', 'bootstrap': True}",0.8252191474928983,0.8202131627082555,0.8065961970792258,0.8173428357601265,0.007869038616391558,66
3866.8363830248513,8.190083375475455,0.244855006535848,0.005890187831614665,500,2,4,0.2,20,entropy,False,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.2, 'max_depth': 20, 'criterion': 'entropy', 'bootstrap': False}",0.8356172405587691,0.824479095293982,0.8217944346705005,0.8272969235077506,0.005984569465880313,37
416.5710504055023,1.8041905104477334,0.17963409423828125,0.005138479200185618,300,10,2,0.05,80,gini,False,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.05, 'max_depth': 80, 'criterion': 'gini', 'bootstrap': False}",0.844142353142595,0.8294646128892703,0.8375676294188291,0.8370581984835649,0.006002980073506279,11
1386.3964246114094,10.31896292890991,0.22926847139994302,0.016678638959836928,500,5,8,0.2,60,gini,True,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 0.2, 'max_depth': 60, 'criterion': 'gini', 'bootstrap': True}",0.8158052022477266,0.7908283712267772,0.8054238260840649,0.8040191331861896,0.01024501158500308,92
1153.1667732397716,4.040146547332743,0.15084354082743326,0.010660328822251047,300,20,4,0.1,80,entropy,False,"{'n_estimators': 300, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_features': 0.1, 'max_depth': 80, 'criterion': 'entropy', 'bootstrap': False}",0.8411384978902002,0.8210941969023596,0.8307569360137043,0.8309965436020881,0.00818480540880866,26
2400.9107019106546,12.239130863570262,0.23200281461079916,0.013867588942552269,500,10,8,0.2,40,gini,False,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 0.2, 'max_depth': 40, 'criterion': 'gini', 'bootstrap': False}",0.8253877653426044,0.806329871949667,0.8183263080443676,0.8166813151122131,0.007866821740884123,68
2337.9288510481515,12.10502048426288,0.21967260042826334,0.010601133287091584,500,20,1,0.2,60,entropy,True,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 0.2, 'max_depth': 60, 'criterion': 'entropy', 'bootstrap': True}",0.8235396383735543,0.8066688588670035,0.8152876574841073,0.8151653849082217,0.006888009544455927,72
586.0595405896505,0.8593030075435509,0.24795174598693848,0.011762426489884866,500,10,8,0.05,80,gini,False,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 0.05, 'max_depth': 80, 'criterion': 'gini', 'bootstrap': False}",0.8319851882121345,0.8200048608066678,0.8194118238202299,0.8238006242796775,0.005792422538119904,49
108.22168477376302,0.6842750179149129,0.20822405815124512,0.0055551578490326565,300,20,1,sqrt,80,gini,False,"{'n_estimators': 300, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 80, 'criterion': 'gini', 'bootstrap': False}",0.8336702969641238,0.8271561445805378,0.8246212410951206,0.8284825608799272,0.0038114641263386796,34
23.8141082127889,0.0870567640242737,0.2953544457753499,0.00416116093825121,500,5,8,log2,80,entropy,True,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2', 'max_depth': 80, 'criterion': 'entropy', 'bootstrap': True}",0.7823731049538634,0.7898402687528385,0.7837442221872266,0.7853191986313095,0.0032455145354517907,100
27.267259041468304,0.09211981245754441,0.21542771657307944,0.014553308715866211,300,10,2,log2,40,entropy,False,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 40, 'criterion': 'entropy', 'bootstrap': False}",0.8079067817195588,0.809544698337914,0.7967201269882572,0.8047238690152434,0.005698865825061374,90
1406.4696169694264,9.176305927743543,0.13291343053181967,0.0058703771633752885,300,20,1,0.2,80,entropy,True,"{'n_estimators': 300, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 0.2, 'max_depth': 80, 'criterion': 'entropy', 'bootstrap': True}",0.823013346049942,0.8063303600504031,0.8132929922591863,0.8142122327865104,0.006841747234223582,76
386.23244643211365,0.5742273424224215,0.2725953261057536,0.009860074241660341,500,2,4,0.05,60,gini,True,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.05, 'max_depth': 60, 'criterion': 'gini', 'bootstrap': True}",0.8307839265358636,0.8217606681708705,0.8173146550879947,0.823286416598243,0.005603644619460706,51
2512.3644948800406,24.138665332127065,0.3827456633249919,0.03797850341859308,800,5,4,0.2,80,gini,True,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.2, 'max_depth': 80, 'criterion': 'gini', 'bootstrap': True}",0.8219738748206437,0.8113981165555915,0.8116357164895531,0.8150025692885962,0.004930411683150639,73
863.5409225622813,3.4510182236179836,0.358262300491333,0.01877664164018185,800,20,8,0.05,20,entropy,True,"{'n_estimators': 800, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_features': 0.05, 'max_depth': 20, 'criterion': 'entropy', 'bootstrap': True}",0.8235631831268762,0.8148550894681597,0.8090537255416803,0.8158239993789054,0.005962951152212313,69
384.83561396598816,2.445335959884926,0.24834322929382324,0.016204560276122177,500,10,4,0.05,40,gini,True,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.05, 'max_depth': 40, 'criterion': 'gini', 'bootstrap': True}",0.832227386193284,0.8176903873422526,0.8274516093247068,0.8257897942867478,0.006049920430000801,42
1452.9799641768138,9.27913184695216,0.291814645131429,0.01676739644887685,500,5,1,0.1,40,gini,False,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.1, 'max_depth': 40, 'criterion': 'gini', 'bootstrap': False}",0.8508247601770946,0.8315062113410971,0.8393844136522501,0.8405717950568139,0.00793132978476846,4
1658.0155018170674,10.710402339170855,0.43518805503845215,0.02312295580905103,800,5,1,0.05,20,entropy,False,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.05, 'max_depth': 20, 'criterion': 'entropy', 'bootstrap': False}",0.8482909866827752,0.8359950004340586,0.8392148405377581,0.8411669425515306,0.005206140359312156,3
134.01957170168558,0.464659477487029,0.1535330613454183,0.006152174384235848,300,2,8,0.02,20,entropy,True,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 0.02, 'max_depth': 20, 'criterion': 'entropy', 'bootstrap': True}",0.8141261044553768,0.8132223401979322,0.8086866920930679,0.8120117122487923,0.002379918308855551,81
1741.9006284872692,21.363561298631346,0.17645049095153809,0.025442111721385743,300,20,1,0.2,,gini,False,"{'n_estimators': 300, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 0.2, 'max_depth': None, 'criterion': 'gini', 'bootstrap': False}",0.8302375381560193,0.8232137928278587,0.8222355092664619,0.8252289467501134,0.003564056732162696,43
141.08066368103027,0.5006504383342217,0.18201589584350586,0.013192717870104058,300,10,8,0.02,20,gini,False,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 0.02, 'max_depth': 20, 'criterion': 'gini', 'bootstrap': False}",0.8266647979235491,0.8238932439199531,0.8270080331971313,0.8258553583468778,0.0013944825519447233,41
2092.3837810357413,7.243686878539304,0.43205785751342773,0.02454889537040746,800,10,4,0.1,20,gini,False,"{'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.1, 'max_depth': 20, 'criterion': 'gini', 'bootstrap': False}",0.844732489503353,0.8256943862833019,0.8306580104145533,0.8336949620670694,0.008063483534185449,19
3518.0650839805603,25.069924118572704,0.34312979380289715,0.014004838687011755,800,20,4,0.2,60,entropy,True,"{'n_estimators': 800, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_features': 0.2, 'max_depth': 60, 'criterion': 'entropy', 'bootstrap': True}",0.8223168698281882,0.8028857796766097,0.8077686395585779,0.8109904296877919,0.008253353453686506,82
