stage,n_estimators,rank,candidate_id,mean_macro_f1,sd_macro_f1,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,25,1,40,0.8241821423237617,0.010209090174590525,48.158979600004386,3,entropy,40.0,2,1,0.1,False
1,25,2,41,0.8217837007373153,0.003634182837701087,31.45603320002556,3,gini,,5,1,0.1,False
1,25,3,47,0.8215690735978551,0.004033160786133209,31.74507980007911,3,gini,60.0,5,1,0.1,False
1,25,4,59,0.8201167403965165,0.013272388289575438,92.14740190003067,3,entropy,,2,4,0.2,False
1,25,5,3,0.8180919373671651,0.008718149435255656,46.8981061000959,3,entropy,60.0,10,4,0.1,False
1,25,6,98,0.8175281227036361,0.01638112028888133,94.68722369999159,3,entropy,,10,2,0.2,False
1,25,7,65,0.8165488822862108,0.004360454881619813,13.424613600014709,3,gini,20.0,2,8,0.05,False
1,25,8,38,0.8162840261314429,0.004619930134116234,13.683870000008028,3,gini,80.0,2,8,0.05,False
1,25,9,84,0.8158996138940681,0.010218758702824541,92.37828760000411,3,entropy,80.0,5,1,0.2,False
1,25,10,93,0.8138931136812545,0.009090213260825113,86.96830939990468,3,entropy,40.0,5,8,0.2,False
1,25,11,22,0.8138188052846546,0.005717341766230785,25.088763399980962,3,entropy,40.0,5,1,0.05,False
1,25,12,54,0.8135971996159199,0.0074855395365488716,22.77945199998794,3,entropy,80.0,10,8,0.05,False
1,25,13,79,0.8135971996159199,0.0074855395365488716,23.27059280005051,3,entropy,,2,8,0.05,False
1,25,14,26,0.8128476893561105,0.010334370473210733,14.80912679998437,3,gini,60.0,2,4,0.05,False
1,25,15,24,0.8126280810403589,0.003853476602619057,25.23064450005768,3,entropy,60.0,5,2,0.05,False
1,25,16,50,0.8125389980801434,0.007434386166228706,25.687629399995785,3,gini,20.0,20,8,0.1,False
1,25,17,1,0.8124790294541507,0.003895532119957401,89.90761379996547,3,entropy,60.0,20,4,0.2,False
1,25,18,33,0.812071614075076,0.005942338347153906,52.66438929992728,3,gini,80.0,10,8,0.2,False
1,25,19,39,0.8118808318140233,0.010656067285118836,30.21063519991003,3,gini,40.0,20,2,0.1,False
1,25,20,55,0.8117021906451857,0.005030876894384147,15.39270049991319,3,gini,40.0,20,2,0.05,False
1,25,21,70,0.8117021906451857,0.005030876894384147,15.448136299906764,3,gini,,20,2,0.05,False
1,25,22,44,0.8115509289831557,0.010010224214443492,44.98589509999147,3,entropy,60.0,5,8,0.1,False
1,25,23,100,0.8115509289831557,0.010010224214443492,44.99430620006751,3,entropy,80.0,10,8,0.1,False
1,25,24,25,0.8102206029623664,0.006475034151921855,10.577110999962315,3,entropy,20.0,5,2,0.02,False
1,25,25,89,0.8101102678949905,0.003155753308808205,37.197638499957975,3,gini,60.0,10,2,0.2,True
1,25,26,57,0.809161435307888,0.004926274163063368,10.381946600042284,3,entropy,,2,2,0.02,False
1,25,27,27,0.8081106842302866,0.007557899877547935,6.793185899965465,3,entropy,80.0,20,1,sqrt,False
1,25,28,94,0.8079526518231438,0.0034803953535509627,10.105716999969445,3,entropy,80.0,10,4,0.02,False
1,25,29,13,0.807272103015325,0.007563695359120894,35.95635059999768,3,gini,80.0,20,2,0.2,True
1,25,30,45,0.8071187154934126,0.005992392411727535,44.644613299984485,3,entropy,40.0,20,8,0.1,False
1,25,31,73,0.8071187154934126,0.005992392411727535,43.499738900049124,3,entropy,60.0,20,8,0.1,False
1,25,32,96,0.8071187154934126,0.005992392411727535,43.97481449996121,3,entropy,,20,8,0.1,False
1,25,33,97,0.8064745761987536,0.005827067483726941,39.186377400008496,3,gini,60.0,5,2,0.2,True
1,25,34,90,0.8058083591697689,0.010869514737820109,4.228724999993574,3,gini,80.0,5,4,sqrt,False
1,25,35,7,0.8056608228166012,0.0002968477010822921,9.883280300011393,3,gini,80.0,10,1,0.05,True
1,25,36,19,0.805344925041887,0.009044588593807083,56.29050209996058,3,entropy,60.0,2,2,0.2,True
1,25,37,32,0.8053404064854921,0.004881431843786312,10.823662600014359,3,entropy,20.0,10,4,0.02,False
1,25,38,10,0.8051149774590957,0.006990860190251222,9.539580899989232,3,entropy,60.0,2,8,0.02,False
1,25,39,18,0.8051149774590957,0.006990860190251222,9.050177399942186,3,entropy,,5,8,0.02,False
1,25,40,28,0.804973258268841,0.009610991975677113,9.11318659997778,3,gini,60.0,5,4,0.05,True
1,25,41,81,0.804973258268841,0.009610991975677113,9.079683400050271,3,gini,,2,4,0.05,True
1,25,42,14,0.8049260947804745,0.003271458908673341,37.18503160000546,3,gini,,20,1,0.2,True
1,25,43,76,0.8038731782401198,0.010626773056616343,4.0793823999702,3,gini,20.0,5,4,sqrt,False
1,25,44,64,0.8036734141812582,0.0050953741474882505,56.23158069996862,3,entropy,80.0,10,1,0.2,True
1,25,45,17,0.8027575115749116,0.004466716398651239,5.62926040001912,3,gini,,2,8,0.02,False
1,25,46,60,0.8027575115749116,0.004466716398651239,5.524582999933045,3,gini,80.0,10,8,0.02,False
1,25,47,85,0.8027575115749116,0.004466716398651239,5.7618642000015825,3,gini,,10,8,0.02,False
1,25,48,88,0.8025968243851226,0.012305572392088375,10.252832799917087,3,entropy,40.0,20,2,0.02,False
1,25,49,43,0.8019076776858168,0.006172356074704852,6.663642300001811,3,entropy,60.0,2,4,sqrt,False
1,25,50,20,0.8016466429103964,0.0029624253282259415,4.371352800051682,3,gini,20.0,20,1,sqrt,False
1,25,51,58,0.8015630062959889,0.008361900055708337,9.667003699985798,3,gini,20.0,5,2,0.05,True
1,25,52,61,0.8006905706633786,0.007796617138871886,4.394836099992972,3,gini,60.0,10,1,0.02,True
1,25,53,23,0.8005953811156995,0.003249196274295911,29.571316699963063,3,entropy,,5,2,0.1,True
1,25,54,11,0.7999076150101159,0.008622519727885185,17.233148899918888,3,gini,80.0,2,4,0.1,True
1,25,55,48,0.7991826373658663,0.013993751396903523,4.076527400058694,3,gini,40.0,5,4,0.02,True
1,25,56,16,0.7991437330225106,0.008206968228300806,55.51377959997626,3,entropy,80.0,5,2,0.2,True
1,25,57,15,0.7989707661052367,0.009072938749485253,14.68440060003195,3,entropy,80.0,2,4,0.05,True
1,25,58,29,0.7978237825447475,0.005862109990438384,50.411909400019795,3,entropy,,2,8,0.2,True
1,25,59,63,0.7976521223172055,0.007041999791539239,28.94042530003935,3,entropy,20.0,2,1,0.1,True
1,25,60,99,0.7975670647772595,0.007471194353713279,57.35462290002033,3,entropy,40.0,5,1,0.2,True
1,25,61,5,0.797304590297502,0.009405574196550507,10.418919199961238,3,entropy,20.0,2,1,0.02,False
1,25,62,46,0.7972575404414103,0.0052654699278253106,25.966155200032517,3,entropy,60.0,20,8,0.1,True
1,25,63,6,0.7953352100815895,0.011187081539058383,3.458151299972087,3,gini,60.0,5,8,0.02,True
1,25,64,36,0.7953352100815895,0.011187081539058383,3.682071699993685,3,gini,40.0,2,8,0.02,True
1,25,65,35,0.7949618613064601,0.006884620681277108,15.565146299952175,3,entropy,60.0,2,1,0.05,True
1,25,66,87,0.7946546805001214,0.001803414065183746,30.460902399965562,3,gini,20.0,20,8,0.2,True
1,25,67,83,0.7915669213690557,0.01381757304492418,8.095197600021493,3,gini,20.0,10,8,0.05,True
1,25,68,51,0.7908014670666969,0.0157126875418275,3.3570884000509977,3,gini,20.0,20,8,0.02,True
1,25,69,80,0.7908014670666969,0.0157126875418275,3.5136269000940956,3,gini,60.0,20,8,0.02,True
1,25,70,30,0.7904534889573148,0.004999699494533232,13.28080609999597,3,entropy,80.0,10,8,0.05,True
1,25,71,91,0.7899827817212245,0.006128629137413139,3.14047920005396,3,gini,,5,1,sqrt,True
1,25,72,31,0.7899677687712191,0.003108587234603341,6.226365600072313,3,entropy,,20,8,sqrt,False
1,25,73,69,0.7899677687712191,0.003108587234603341,6.2492646999889985,3,entropy,40.0,20,8,sqrt,False
1,25,74,12,0.7893324687761855,0.013562563946743019,4.0911507999990135,3,gini,20.0,20,1,0.02,True
1,25,75,8,0.7892980684819383,0.0033616311028917684,6.392323500011116,3,entropy,80.0,5,4,0.02,True
1,25,76,78,0.7892980684819383,0.0033616311028917684,6.318160000024363,3,entropy,40.0,2,4,0.02,True
1,25,77,53,0.7888242804054976,0.002084549231336119,30.36376769997878,3,gini,40.0,5,8,0.2,True
1,25,78,68,0.7880108111486027,0.012442386986450197,4.452778599981684,3,gini,60.0,5,1,0.02,True
1,25,79,49,0.787195928529573,0.01202794356699425,2.4394802999449894,3,gini,,2,8,sqrt,True
1,25,80,67,0.787195928529573,0.01202794356699425,2.528017800010275,3,gini,40.0,2,8,sqrt,True
1,25,81,9,0.7839682421435731,0.008596664696730837,5.753039800038096,3,entropy,40.0,5,8,0.02,True
1,25,82,77,0.782144515514288,0.007980013152174009,4.255028300045524,3,entropy,,20,1,sqrt,True
1,25,83,56,0.7810529052470848,0.004609458114871115,6.240664499986451,3,entropy,80.0,10,4,0.02,True
1,25,84,71,0.7804010773776492,0.010216663145800985,2.872521899989806,3,gini,60.0,10,4,sqrt,True
1,25,85,82,0.7780388278078698,0.007522598439861726,4.473699700029101,3,entropy,60.0,10,2,sqrt,True
1,25,86,4,0.7758836246387953,0.004314921762080508,6.569227700005285,3,entropy,20.0,2,2,0.02,True
1,25,87,72,0.7676058825577696,0.00802254784531707,1.2440697000711225,3,gini,20.0,2,1,log2,False
1,25,88,75,0.7649036086393343,0.006866561679233203,1.1848881999612786,3,gini,80.0,5,1,log2,False
1,25,89,86,0.7643259521057416,0.011025731863819208,1.2354634999646805,3,gini,40.0,10,4,log2,False
