,precision,recall,f1-score,support
glioma,0.9250936329588015,0.8821428571428571,0.903107861060329,280.0
meningioma,0.856140350877193,0.8714285714285714,0.863716814159292,280.0
notumor,0.9853479853479854,0.9607142857142857,0.972875226039783,280.0
pituitary,0.9220338983050848,0.9714285714285714,0.9460869565217391,280.0
accuracy,0.9214285714285714,0.9214285714285714,0.9214285714285714,0.9214285714285714
macro avg,0.9221539668722661,0.9214285714285715,0.9214467144452858,1120.0
weighted avg,0.9221539668722661,0.9214285714285714,0.9214467144452858,1120.0
