,precision,recall,f1-score,support
glioma,0.966542750929368,0.9285714285714286,0.9471766848816029,280.0
meningioma,0.875,0.95,0.910958904109589,280.0
notumor,0.9890510948905109,0.9678571428571429,0.9783393501805054,280.0
pituitary,0.9743589743589743,0.95,0.9620253164556962,280.0
accuracy,0.9491071428571428,0.9491071428571428,0.9491071428571428,0.9491071428571428
macro avg,0.9512382050447133,0.9491071428571429,0.9496250639068484,1120.0
weighted avg,0.9512382050447131,0.9491071428571428,0.9496250639068484,1120.0
