stage_epoch,stage,accuracy,loss
1,frozen_head,0.7810267806053162,0.5840490460395813
2,frozen_head,0.8598214387893677,0.3860359489917755
3,frozen_head,0.8727678656578064,0.34710434079170227
4,frozen_head,0.8868303298950195,0.3056855797767639
5,frozen_head,0.8912946581840515,0.2950183153152466
6,frozen_head,0.8984375,0.27703410387039185
7,frozen_head,0.9017857313156128,0.2625572383403778
8,frozen_head,0.9033482074737549,0.2521042823791504
9,frozen_head,0.9008928537368774,0.25624293088912964
10,frozen_head,0.9040178656578064,0.2583293616771698
11,frozen_head,0.909375011920929,0.24387697875499725
12,frozen_head,0.9089285731315613,0.24587255716323853
13,frozen_head,0.9053571224212646,0.24034540355205536
1,fine_tuning,0.9200893044471741,0.2141515165567398
2,fine_tuning,0.9283482432365417,0.1928856521844864
3,fine_tuning,0.9337053298950195,0.18404629826545715
4,fine_tuning,0.934374988079071,0.172438383102417
5,fine_tuning,0.9377232193946838,0.16745193302631378
6,fine_tuning,0.9441964030265808,0.15170647203922272
7,fine_tuning,0.9522321224212646,0.13494688272476196
8,fine_tuning,0.9479910731315613,0.14021247625350952
9,fine_tuning,0.9555803537368774,0.12612390518188477
10,fine_tuning,0.956250011920929,0.12526404857635498
11,fine_tuning,0.9611607193946838,0.10819100588560104
12,fine_tuning,0.9629464149475098,0.10599933564662933
13,fine_tuning,0.9658482074737549,0.09983450919389725
14,fine_tuning,0.971875011920929,0.086885467171669
15,fine_tuning,0.9689732193946838,0.0891144797205925
16,fine_tuning,0.9689732193946838,0.08650337159633636
17,fine_tuning,0.9772321581840515,0.07753012329339981
18,fine_tuning,0.9743303656578064,0.07562121003866196
19,fine_tuning,0.9761160612106323,0.07492824643850327
20,fine_tuning,0.9752232432365417,0.07192594558000565
