rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,EfficientNetB0,6,4,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,20,0.1251835972070694,13,0.21361567080020905,20,0.1251835972070694,0.9464285714285714,0.9464285714285714,0.9496203912065085,0.9464285714285714,0.9470354708309582,0.12518358038677752,118.85533044199974,179.774562436,311.8360884269996,13
2,EfficientNetB0,6,4,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,20,0.13995566964149475,13,0.2552233636379242,20,0.13995566964149475,0.9441964285714286,0.9441964285714286,0.9467716785339736,0.9441964285714286,0.9448954198954199,0.13995566974256576,117.79668104600023,179.79092825000043,311.6280165439998,13
3,EfficientNetB0,6,4,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,18,0.13376857340335846,15,0.21150660514831543,18,0.13376857340335846,0.9441964285714286,0.9441964285714286,0.946971109619353,0.9441964285714286,0.9448860901301452,0.13376856526735972,79.97629944000073,110.96068887599995,194.38128062899978,13
4,EfficientNetB0,6,4,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,19,0.1572250872850418,15,0.27109017968177795,19,0.1572250872850418,0.9352678571428571,0.9352678571428572,0.9378853963001956,0.9352678571428572,0.9360025595319712,0.15722505759934627,85.84251091700003,115.48314030299991,204.84343965300002,13
5,EfficientNetB0,6,4,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,20,0.15625666081905365,13,0.22717006504535675,20,0.15625666081905365,0.9330357142857143,0.9330357142857143,0.9360040981908291,0.9330357142857143,0.9338331568306537,0.1562566602384008,64.40229660099999,90.77180301299995,158.62467500800017,13
6,EfficientNetB0,6,4,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,20,0.1869243085384369,15,0.3025263845920563,20,0.1869243085384369,0.9285714285714286,0.9285714285714286,0.9306998256122526,0.9285714285714286,0.9291748392985455,0.186924303649135,67.39633092899999,91.31490301100007,162.09792457100002,13
7,EfficientNetB0,6,4,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,20,0.1984494924545288,13,0.2552233636379242,20,0.1984494924545288,0.9241071428571429,0.9241071428571428,0.9265065514752754,0.9241071428571428,0.9248375334780283,0.1984494815485039,120.81901237799957,179.9448215580005,314.68937245300003,13
8,EfficientNetB0,6,4,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,20,0.20113897323608398,13,0.22717006504535675,20,0.20113897323608398,0.9241071428571429,0.9241071428571428,0.9260338476508202,0.9241071428571428,0.9247063708270604,0.2011389562920667,64.4738950630001,89.9631310960001,157.8455244060001,13
9,EfficientNetB0,6,4,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,18,0.1794232428073883,15,0.21150660514831543,18,0.1794232428073883,0.9196428571428571,0.9196428571428572,0.9233439380487324,0.9196428571428572,0.9206880500052355,0.1794232213644149,79.5378038029994,110.15446678700027,193.32178501699946,13
10,EfficientNetB0,6,4,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,20,0.19581542909145355,13,0.21361567080020905,20,0.19581542909145355,0.9196428571428571,0.9196428571428572,0.9232377538829152,0.9196428571428572,0.9206471494607088,0.19581539596028483,117.60773159900009,179.81488282099963,311.4009346519997,13
11,EfficientNetB0,6,4,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,20,0.2178770750761032,15,0.27109017968177795,20,0.2178770750761032,0.9107142857142857,0.9107142857142857,0.9140488385006174,0.9107142857142857,0.9117170063978575,0.2178770881221627,82.03126353799985,116.32918500999995,201.84410337000008,13
12,EfficientNetB0,6,4,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,20,0.24643851816654205,15,0.3025263845920563,20,0.24643851816654205,0.9084821428571429,0.9084821428571429,0.9122578757727339,0.9084821428571429,0.9095804095520699,0.24643850879541754,67.61396300599995,90.71249658600004,161.740605298,13
