iter,n_resources,rank_test_score,candidate_id,mean_test_score,std_test_score,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,75,1,20,0.899009293964753,0.01203506404258323,44.74504585500108,3,entropy,,10,1,0.2,False
1,75,2,86,0.8986186960335979,0.009823856526037655,22.43285660100173,3,entropy,40.0,5,2,0.1,False
1,75,3,55,0.8976089390035269,0.009518727101504271,19.755535311998756,3,gini,80.0,2,1,0.1,False
1,75,4,87,0.8973036315861843,0.01093598402168543,44.79611904400008,3,entropy,60.0,5,1,0.2,False
1,75,5,85,0.897067389069139,0.007314652514607964,11.619868188999135,3,entropy,20.0,2,2,0.05,False
1,75,6,26,0.8967586122458266,0.014027937926506797,44.88551419899977,3,entropy,60.0,2,1,0.2,False
1,75,7,52,0.8955863884599308,0.015462578371125012,22.79736656299974,3,entropy,20.0,2,1,0.1,False
1,75,8,40,0.8951102888151986,0.012566784108115837,8.345154066999385,3,gini,60.0,5,4,0.05,False
1,75,9,76,0.8951102888151986,0.012566784108115837,8.496433978000823,3,gini,80.0,5,4,0.05,False
1,75,10,74,0.8942110197456078,0.011102898702750393,37.83708205599942,3,gini,40.0,10,2,0.2,False
1,75,11,51,0.8923542653407791,0.012505298620463803,16.881206658999872,3,gini,60.0,2,4,0.1,False
1,75,12,70,0.8923542653407791,0.012505298620463803,16.94688343800044,3,gini,,5,4,0.1,False
