rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,EfficientNetB0,1,1,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,18,0.16030952334403992,13,0.26402536034584045,18,0.16030952334403992,0.9397321428571429,0.9397321428571428,0.9425988700564971,0.9397321428571428,0.939974275993059,0.16030953691084632,123.65447546000001,184.04960163199996,326.631487563,13
2,EfficientNetB0,1,1,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,18,0.17095328867435455,15,0.3013809621334076,18,0.17095328867435455,0.9352678571428571,0.9352678571428571,0.9380155367231637,0.9352678571428571,0.9354606130132282,0.17095328363176973,125.40459258199985,196.54575368899987,334.1879919549999,13
3,EfficientNetB0,1,1,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,13,0.18834970891475677,15,0.25929275155067444,13,0.18834970891475677,0.921875,0.921875,0.9228472781217207,0.921875,0.921818261354895,0.18834967428104069,84.90003955400016,98.39541320600006,191.3668002700001,13
4,EfficientNetB0,1,1,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,20,0.21395070850849152,15,0.3186938762664795,20,0.21395070850849152,0.9174107142857143,0.9174107142857143,0.9195828892385255,0.9174107142857143,0.9175418730666436,0.21395070341100833,87.041439836,119.35578956900008,209.93936204400006,13
5,EfficientNetB0,1,1,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,20,0.20906077325344086,13,0.27883151173591614,20,0.20906077325344086,0.9174107142857143,0.9174107142857143,0.9189419699153306,0.9174107142857143,0.9174224017974018,0.20906079487036466,66.27254968300008,91.17016669999998,160.9250272019999,13
6,EfficientNetB0,1,1,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,20,0.23429270088672638,15,0.3491060733795166,20,0.23429270088672638,0.9129464285714286,0.9129464285714286,0.9165730707542554,0.9129464285714286,0.9131348986129252,0.23429269204462105,68.60064684300005,92.6664088890002,164.72591309699988,13
7,EfficientNetB0,1,1,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,13,0.22749440371990204,15,0.25929275155067444,13,0.22749440371990204,0.9129464285714286,0.9129464285714286,0.9135437991255339,0.9129464285714286,0.9127687214723317,0.2274944008660287,83.17801931600025,96.76292989800004,190.65851819099998,13
8,EfficientNetB0,1,1,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,19,0.24734202027320862,15,0.3013809621334076,19,0.24734202027320862,0.90625,0.90625,0.9077972553143269,0.90625,0.9062563159813781,0.24734196760440028,130.08147514000007,197.175413941,338.8520733790001,13
9,EfficientNetB0,1,1,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,15,0.25906485319137573,13,0.27883151173591614,15,0.25906485319137573,0.9040178571428571,0.9040178571428571,0.9058950304259634,0.9040178571428571,0.9041177151251019,0.25906481310916124,66.52858715599996,82.35045461899995,152.36816909200002,13
10,EfficientNetB0,1,1,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,19,0.24698829650878906,13,0.26402536034584045,19,0.24698829650878906,0.8995535714285714,0.8995535714285714,0.9018860539900144,0.8995535714285714,0.8997460574372353,0.24698826642199592,120.36929942200004,183.48200333199998,323.1742781160001,13
11,EfficientNetB0,1,1,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,20,0.27079060673713684,15,0.3186938762664795,20,0.27079060673713684,0.8973214285714286,0.8973214285714286,0.9009498097185539,0.8973214285714286,0.897413865748361,0.27079058400319994,84.03501946799986,120.80041328200014,208.43307497400008,13
12,EfficientNetB0,1,1,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,20,0.2919674217700958,15,0.3491060733795166,20,0.2919674217700958,0.8883928571428571,0.8883928571428571,0.8930787742839305,0.8883928571428571,0.8888416405019071,0.2919674349459703,68.30579748700006,93.43508152599998,165.18467765499986,13
