stage_epoch,stage,accuracy,loss
1,frozen_head,0.7774553298950195,0.5902107954025269
2,frozen_head,0.8598214387893677,0.3842066526412964
3,frozen_head,0.8772321343421936,0.33072957396507263
4,frozen_head,0.8790178298950195,0.3213915526866913
5,frozen_head,0.8877232074737549,0.30462846159935
6,frozen_head,0.8901785612106323,0.2854313254356384
7,frozen_head,0.8935267925262451,0.28378215432167053
8,frozen_head,0.8957589268684387,0.26881033182144165
9,frozen_head,0.9055803418159485,0.2592172622680664
10,frozen_head,0.9058035612106323,0.25391995906829834
11,frozen_head,0.9060267806053162,0.2516849935054779
12,frozen_head,0.9051339030265808,0.2525167465209961
13,frozen_head,0.9058035612106323,0.23545366525650024
1,fine_tuning,0.9156249761581421,0.22781145572662354
2,fine_tuning,0.9212053418159485,0.20684650540351868
3,fine_tuning,0.9321428537368774,0.19448423385620117
4,fine_tuning,0.9312499761581421,0.18177923560142517
5,fine_tuning,0.9381696581840515,0.17239415645599365
6,fine_tuning,0.9377232193946838,0.15984170138835907
7,fine_tuning,0.9475446343421936,0.15113499760627747
8,fine_tuning,0.9508928656578064,0.13920465111732483
9,fine_tuning,0.9488839507102966,0.13642819225788116
10,fine_tuning,0.9542410969734192,0.1242685317993164
11,fine_tuning,0.9631696343421936,0.10847797244787216
12,fine_tuning,0.9618303775787354,0.107545867562294
13,fine_tuning,0.9658482074737549,0.10287657380104065
14,fine_tuning,0.9633928537368774,0.09835774451494217
15,fine_tuning,0.9683035612106323,0.09316922724246979
16,fine_tuning,0.9678571224212646,0.09567364305257797
17,fine_tuning,0.9698660969734192,0.08485129475593567
18,fine_tuning,0.9725446701049805,0.08422058820724487
