stage_epoch,stage,accuracy,loss
1,frozen_head,0.7006696462631226,0.7503825426101685
2,frozen_head,0.8316964507102966,0.4341718256473541
3,frozen_head,0.8631696701049805,0.35800236463546753
4,frozen_head,0.8832589387893677,0.31659427285194397
5,frozen_head,0.8886160850524902,0.29567956924438477
6,frozen_head,0.9066964387893677,0.26911118626594543
7,frozen_head,0.9120535850524902,0.2475363314151764
8,frozen_head,0.9169642925262451,0.22652269899845123
9,frozen_head,0.917187511920929,0.22631463408470154
10,frozen_head,0.9162946343421936,0.22450965642929077
11,frozen_head,0.9247767925262451,0.20481657981872559
12,frozen_head,0.921875,0.20555000007152557
13,frozen_head,0.9274553656578064,0.1989102065563202
14,frozen_head,0.9332589507102966,0.1836530715227127
1,fine_tuning,0.9395089149475098,0.17283178865909576
2,fine_tuning,0.9725446701049805,0.07656855136156082
3,fine_tuning,0.9866071343421936,0.038812775164842606
4,fine_tuning,0.9935267567634583,0.022049738094210625
5,fine_tuning,0.9939731955528259,0.019716870039701462
