rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,ResNet50,4,1,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,5,0.10422708094120026,14,0.21154025197029114,5,0.10422708094120026,0.9575892857142857,0.9575892857142858,0.9573335328806728,0.9575892857142858,0.9571933577499404,0.1042270841076209,126.41331673000013,97.13095911800019,232.78185187999998,23
2,ResNet50,4,1,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,12,0.11754237115383148,13,0.19339343905448914,12,0.11754237115383148,0.953125,0.953125,0.9554925766108389,0.953125,0.9536139573049445,0.11754239043504978,88.59794425599989,119.1673628389999,211.42760486999987,23
3,ResNet50,4,1,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,3,0.1098487600684166,9,0.1921052783727646,3,0.1098487600684166,0.953125,0.953125,0.9550923056309043,0.953125,0.9534155146955869,0.10984877805676348,101.90381311500005,78.049006254,206.19256829200003,23
4,ResNet50,4,1,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,6,0.1073860377073288,9,0.1921052783727646,6,0.1073860377073288,0.953125,0.953125,0.9530528838834005,0.953125,0.9530020673448402,0.10738602754863329,99.97420496699999,109.96879645399986,230.07601658800002,23
5,ResNet50,4,1,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,4,0.1117117628455162,14,0.24838998913764954,4,0.1117117628455162,0.9486607142857143,0.9486607142857142,0.9501678947650816,0.9486607142857142,0.9488186123648679,0.11171176502775162,72.40155507000009,46.674876652999956,132.977063671,23
6,ResNet50,4,1,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,9,0.12163291126489639,13,0.2287963330745697,9,0.12163291126489639,0.9486607142857143,0.9486607142857143,0.9484765545620809,0.9486607142857143,0.9485400674913403,0.12163291788483332,89.71132954299992,98.38551469899994,192.13816530700024,23
7,ResNet50,4,1,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,4,0.11715865135192871,15,0.19969654083251953,4,0.11715865135192871,0.9464285714285714,0.9464285714285714,0.9467698113925449,0.9464285714285714,0.946378007460518,0.1171586573761242,69.04116838999971,45.83120229899987,120.57261542900005,23
8,ResNet50,4,1,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,5,0.13392804563045502,13,0.19339343905448914,5,0.13392804563045502,0.9441964285714286,0.9441964285714286,0.9483301435406699,0.9441964285714286,0.9446495130002537,0.13392806130736204,89.79050589400003,68.02139104899993,161.474636574,23
9,ResNet50,4,1,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,7,0.12703697383403778,13,0.2287963330745697,7,0.12703697383403778,0.9441964285714286,0.9441964285714286,0.9449124933026002,0.9441964285714286,0.944378197520434,0.12703698984463285,91.977288348,84.4019410650003,180.4705207369998,23
10,ResNet50,4,1,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,4,0.12483733147382736,14,0.21154025197029114,4,0.12483733147382736,0.9419642857142857,0.9419642857142857,0.9427881545338441,0.9419642857142857,0.9422298644338117,0.12483732273608321,127.68803673299999,92.70472979700003,233.92744775300002,23
11,ResNet50,4,1,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,12,0.13056622445583344,15,0.19969654083251953,12,0.13056622445583344,0.9419642857142857,0.9419642857142856,0.9446007911553806,0.9419642857142856,0.942188114537187,0.13056624387007867,69.11824884800035,89.3571318080003,162.04482255499988,23
12,ResNet50,4,1,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,8,0.13619129359722137,14,0.24838998913764954,8,0.13619129359722137,0.9397321428571429,0.9397321428571429,0.9414861479516653,0.9397321428571429,0.9398698112400472,0.13619131010236862,71.77097617900017,68.81757686300034,144.1428084170002,23
