stage,n_estimators,rank,candidate_id,mean_macro_f1,sd_macro_f1,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
3,225,1,31,0.8480894630860915,0.01159574305651377,257.68441839999286,3,gini,60.0,2,1,0.1,False
3,225,2,94,0.8439712119921449,0.004990789473952611,116.18717250006739,3,gini,60.0,5,4,0.05,False
3,225,3,57,0.8438420719609278,0.009284428510242653,394.6361995000043,3,entropy,80.0,5,2,0.1,False
3,225,4,68,0.8434961512459225,0.011720578800712596,249.52776969998376,3,gini,60.0,5,2,0.1,False
3,225,5,91,0.8434154935167572,0.0035622257583581424,201.79283479996957,3,entropy,60.0,2,2,0.05,False
3,225,6,86,0.8421316386288992,0.0065054990243417245,120.8807159999269,3,gini,,20,2,0.05,False
3,225,7,55,0.8420095316566769,0.009707771842920505,390.2892296999926,3,entropy,80.0,10,1,0.1,False
3,225,8,26,0.8419237097274372,0.00471642879768281,124.59795009996742,3,gini,60.0,20,1,0.05,False
3,225,9,1,0.8408394950539689,0.010143645185530056,392.99047429999337,3,entropy,,10,2,0.1,False
3,225,10,75,0.8406096099964978,0.010531113730393053,389.77979710005457,3,entropy,20.0,10,2,0.1,False
3,225,11,76,0.8406064723064168,0.008180788906096817,378.5392551999539,3,entropy,80.0,5,4,0.1,False
3,225,12,48,0.8363403910384192,0.004796458388656386,385.7587620000122,3,entropy,,20,1,0.1,False
