stage_epoch,stage,accuracy,loss
1,frozen_head,0.7549107074737549,0.6354062557220459
2,frozen_head,0.8578125238418579,0.40341973304748535
3,frozen_head,0.8754464387893677,0.3517056405544281
4,frozen_head,0.8779017925262451,0.3313117027282715
5,frozen_head,0.8863839507102966,0.3134114146232605
6,frozen_head,0.8930803537368774,0.28544655442237854
7,frozen_head,0.8935267925262451,0.2847706973552704
8,frozen_head,0.9029017686843872,0.2689978778362274
9,frozen_head,0.9066964387893677,0.2598401606082916
10,frozen_head,0.9060267806053162,0.25947102904319763
11,frozen_head,0.9046875238418579,0.25377118587493896
12,frozen_head,0.9082589149475098,0.2489262968301773
13,frozen_head,0.9118303656578064,0.23646706342697144
1,fine_tuning,0.9185267686843872,0.22213129699230194
2,fine_tuning,0.9154017567634583,0.21336513757705688
3,fine_tuning,0.9245535731315613,0.20417478680610657
4,fine_tuning,0.9323660731315613,0.18932664394378662
5,fine_tuning,0.932812511920929,0.18455643951892853
6,fine_tuning,0.9332589507102966,0.17416098713874817
7,fine_tuning,0.9386160969734192,0.1663624793291092
8,fine_tuning,0.9410714507102966,0.15863175690174103
9,fine_tuning,0.9428571462631226,0.16050100326538086
10,fine_tuning,0.9455357193946838,0.15221701562404633
11,fine_tuning,0.9495535492897034,0.14407067000865936
12,fine_tuning,0.9513393044471741,0.1368015855550766
13,fine_tuning,0.9533482193946838,0.12869951128959656
14,fine_tuning,0.9573660492897034,0.118514783680439
15,fine_tuning,0.9558035731315613,0.12538345158100128
16,fine_tuning,0.9593750238418579,0.11563794314861298
17,fine_tuning,0.9624999761581421,0.10834591090679169
18,fine_tuning,0.9587053656578064,0.11175962537527084
19,fine_tuning,0.9660714268684387,0.10562045872211456
20,fine_tuning,0.9633928537368774,0.10500483959913254
