mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__gamma,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
34.59066446622213,0.24602771603632723,19.594945271809895,0.8795361779094284,0.01,scale,"{'classifier__C': 0.01, 'classifier__gamma': 'scale'}",0.3895673661458099,0.5493668255079802,0.6488072725837774,0.5292471547458558,0.10678618242754613,17
34.217331886291504,0.17100301550679262,19.852813641230266,0.3659498155477213,0.01,1e-05,"{'classifier__C': 0.01, 'classifier__gamma': 1e-05}",0.3376513264551875,0.5798646652020056,0.41706823223510203,0.4448614079640984,0.10081723010658901,19
34.15419586499532,0.12295291390663517,19.666942675908405,0.7835172607099643,0.01,0.0001,"{'classifier__C': 0.01, 'classifier__gamma': 0.0001}",0.3587206262670146,0.5964859858707833,0.6010139913116099,0.5187402011498027,0.11316602543039492,18
33.79213579495748,0.4402119804485849,19.66075046857198,0.5475242442281274,0.01,0.001,"{'classifier__C': 0.01, 'classifier__gamma': 0.001}",0.28872678013299313,0.4143338456309372,0.390477704119509,0.3645127766278131,0.054466606408501796,22
34.23095917701721,0.8767567825383447,19.374481916427612,0.37497009310475693,0.01,0.01,"{'classifier__C': 0.01, 'classifier__gamma': 0.01}",0.13017923267380968,0.13241747394841857,0.13082536534132605,0.13114069065451808,0.0009405684595659725,24
20.12713424364726,0.996007657556957,15.839138348897299,0.3777140177779626,0.1,scale,"{'classifier__C': 0.1, 'classifier__gamma': 'scale'}",0.829681447938042,0.8347449331925518,0.8484661060665017,0.8376308290656986,0.007935663866107279,12
33.05553277333578,0.24291213420086655,20.21662990252177,1.091501493561425,0.1,1e-05,"{'classifier__C': 0.1, 'classifier__gamma': 1e-05}",0.3894713657202012,0.5917661118680454,0.70191586188181,0.5610511131566855,0.12939074968172834,16
23.516468445460003,0.8271449464657967,16.58149528503418,0.28411761989814166,0.1,0.0001,"{'classifier__C': 0.1, 'classifier__gamma': 0.0001}",0.8027136591757782,0.824500156048988,0.8221519673335183,0.8164552608527614,0.00976395446007122,14
27.15630054473877,0.37443110205457597,17.950928846995037,0.5976245013378848,0.1,0.001,"{'classifier__C': 0.1, 'classifier__gamma': 0.001}",0.7590642677025831,0.7329844069992103,0.7662689191510542,0.7527725312842826,0.014298115205965394,15
32.608081579208374,0.49889140526190184,19.96231985092163,0.7679014528871574,0.1,0.01,"{'classifier__C': 0.1, 'classifier__gamma': 0.01}",0.13017923267380968,0.13241747394841857,0.13082536534132605,0.13114069065451808,0.0009405684595659725,24
