stage_epoch,stage,accuracy,loss,val_accuracy,val_loss,learning_rate
1,frozen_head,0.7552083134651184,0.6432889103889465,0.8392857313156128,0.42712903022766113,0.0010000000474974513
2,frozen_head,0.851934552192688,0.41387251019477844,0.8549107313156128,0.3703034818172455,0.0010000000474974513
3,frozen_head,0.8705357313156128,0.35569044947624207,0.8638392686843872,0.32670560479164124,0.0010000000474974513
4,frozen_head,0.8792162537574768,0.3307117521762848,0.8772321343421936,0.31471869349479675,0.0010000000474974513
5,frozen_head,0.8883928656578064,0.3051646053791046,0.875,0.28833094239234924,0.0010000000474974513
6,frozen_head,0.8938491940498352,0.29243403673171997,0.8861607313156128,0.31059902906417847,0.0010000000474974513
7,frozen_head,0.8936011791229248,0.28709676861763,0.9040178656578064,0.26512038707733154,0.0010000000474974513
8,frozen_head,0.8960813283920288,0.27115708589553833,0.8973214030265808,0.25690388679504395,0.0010000000474974513
9,frozen_head,0.907490074634552,0.26481106877326965,0.9017857313156128,0.249802827835083,0.0010000000474974513
10,frozen_head,0.903769850730896,0.26229602098464966,0.8973214030265808,0.25374457240104675,0.0010000000474974513
11,frozen_head,0.9097222089767456,0.2478644996881485,0.8950892686843872,0.24628977477550507,0.0010000000474974513
12,frozen_head,0.9122023582458496,0.24656474590301514,0.9040178656578064,0.22879096865653992,0.0010000000474974513
13,frozen_head,0.905009925365448,0.24350036680698395,0.8928571343421936,0.24015820026397705,0.0010000000474974513
14,frozen_head,0.9109622836112976,0.24490709602832794,0.8973214030265808,0.23639914393424988,0.0010000000474974513
15,frozen_head,0.916914701461792,0.22161108255386353,0.8950892686843872,0.2300005704164505,0.00020000000949949026
1,fine_tuning,0.9216269850730896,0.22467507421970367,0.9017857313156128,0.2281470149755478,3.000000106112566e-06
2,fine_tuning,0.9184027910232544,0.22804056107997894,0.90625,0.22270748019218445,3.000000106112566e-06
3,fine_tuning,0.9139384627342224,0.2238662838935852,0.9040178656578064,0.2209642231464386,3.000000106112566e-06
4,fine_tuning,0.9166666865348816,0.22824013233184814,0.9084821343421936,0.21753203868865967,3.000000106112566e-06
5,fine_tuning,0.9221230149269104,0.21093466877937317,0.90625,0.21674485504627228,3.000000106112566e-06
6,fine_tuning,0.925595223903656,0.212073415517807,0.90625,0.2148590087890625,3.000000106112566e-06
7,fine_tuning,0.92807537317276,0.2043878138065338,0.9084821343421936,0.2132190763950348,3.000000106112566e-06
8,fine_tuning,0.9216269850730896,0.21266160905361176,0.90625,0.20728278160095215,3.000000106112566e-06
9,fine_tuning,0.9236111044883728,0.20291678607463837,0.9107142686843872,0.20906032621860504,3.000000106112566e-06
10,fine_tuning,0.9241071343421936,0.2057851254940033,0.9129464030265808,0.2068859338760376,3.000000106112566e-06
11,fine_tuning,0.9298115372657776,0.2043164223432541,0.9084821343421936,0.2034948319196701,3.000000106112566e-06
12,fine_tuning,0.9288194179534912,0.1968129277229309,0.9107142686843872,0.20217514038085938,3.000000106112566e-06
13,fine_tuning,0.9308035969734192,0.19863244891166687,0.9129464030265808,0.19766151905059814,3.000000106112566e-06
14,fine_tuning,0.923115074634552,0.1981789618730545,0.9129464030265808,0.19757471978664398,3.000000106112566e-06
15,fine_tuning,0.9355158805847168,0.1833612471818924,0.9129464030265808,0.1980336755514145,3.000000106112566e-06
16,fine_tuning,0.9370039701461792,0.17977303266525269,0.9107142686843872,0.19600282609462738,6.000000212225132e-07
17,fine_tuning,0.9355158805847168,0.18349002301692963,0.9084821343421936,0.1947738379240036,6.000000212225132e-07
18,fine_tuning,0.932539701461792,0.1844651699066162,0.9084821343421936,0.1948920488357544,6.000000212225132e-07
19,fine_tuning,0.9382440447807312,0.17584142088890076,0.9084821343421936,0.19406679272651672,6.000000212225132e-07
20,fine_tuning,0.9365079402923584,0.18066096305847168,0.9084821343421936,0.1934567540884018,6.000000212225132e-07
