,precision,recall,f1-score,support
glioma,0.915057915057915,0.8464285714285714,0.8794063079777366,280.0
meningioma,0.822742474916388,0.8785714285714286,0.8497409326424871,280.0
notumor,0.9888475836431226,0.95,0.9690346083788707,280.0
pituitary,0.9249146757679181,0.9678571428571429,0.9458987783595113,280.0
accuracy,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.9107142857142857
macro avg,0.912890662346336,0.9107142857142857,0.9110201568396513,1120.0
weighted avg,0.9128906623463359,0.9107142857142857,0.9110201568396515,1120.0
