rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,ResNet50,1,4,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,7,0.11024338752031326,15,0.19285304844379425,7,0.11024338752031326,0.9598214285714286,0.9598214285714286,0.9596547810596483,0.9598214285714286,0.9597098884598885,0.11024341258280612,102.8452149579989,80.52177961600137,187.15810010800124,23
2,ResNet50,1,4,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,7,0.12804561853408813,15,0.2281402051448822,7,0.12804561853408813,0.9553571428571429,0.9553571428571428,0.9560151589693131,0.9553571428571428,0.9547501316318591,0.12804564825935297,105.34605867699975,83.20600191099948,192.11591901099928,23
3,ResNet50,1,4,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,3,0.10847844183444977,15,0.20951798558235168,3,0.10847844183444977,0.953125,0.953125,0.9531070207700643,0.953125,0.9530511206859709,0.10847846277213528,122.9423167970017,71.11268272300003,198.88925482200102,23
4,ResNet50,1,4,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,2,0.12603621184825897,9,0.1816215068101883,2,0.12603621184825897,0.9441964285714286,0.9441964285714286,0.9438450216820913,0.9441964285714286,0.9434732861632711,0.12603624014967635,94.971068335999,60.768679402999624,159.42235663099927,23
5,ResNet50,1,4,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,7,0.12646986544132233,15,0.23966850340366364,7,0.12646986544132233,0.9419642857142857,0.9419642857142857,0.94171966478324,0.9419642857142857,0.9412692518390595,0.1264698710768113,95.76914577000025,68.04138445700119,167.5563088580002,23
6,ResNet50,1,4,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,7,0.1286201775074005,15,0.19856105744838715,7,0.1286201775074005,0.9419642857142857,0.9419642857142857,0.9417398369604253,0.9419642857142857,0.941144415261105,0.12862018862625782,74.27782970899898,62.75125432200002,140.62142797100023,23
7,ResNet50,1,4,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,3,0.14240477979183197,9,0.1816215068101883,3,0.14240477979183197,0.9397321428571429,0.9397321428571428,0.9401991044887121,0.9397321428571428,0.9398982937286555,0.14240480733401056,97.20661298600135,72.38276097299968,173.34701807499914,23
8,ResNet50,1,4,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,15,0.15237195789813995,15,0.23966850340366364,15,0.15237195789813995,0.9397321428571429,0.9397321428571429,0.9398539653015356,0.9397321428571429,0.9386505964684138,0.15237195840304527,93.23378556999887,114.48680323499866,211.36576586199953,23
9,ResNet50,1,4,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,7,0.15460887551307678,15,0.2281402051448822,7,0.15460887551307678,0.9375,0.9375,0.9369947460136525,0.9375,0.9367133963805517,0.15460889586620888,105.31907646199943,84.07416411300073,192.97992112599968,23
10,ResNet50,1,4,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,7,0.1491149365901947,15,0.19285304844379425,7,0.1491149365901947,0.9352678571428571,0.9352678571428571,0.9348448891421789,0.9352678571428571,0.9348004090664267,0.14911495628133378,106.30990188599935,84.11237088999951,194.02165393399991,23
11,ResNet50,1,4,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,9,0.14765138924121857,15,0.20951798558235168,9,0.14765138924121857,0.9352678571428571,0.9352678571428572,0.9351810195313233,0.9352678571428572,0.9341179239866146,0.14765139657569754,125.794616227,139.20030230999873,268.71061029299926,23
12,ResNet50,1,4,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,7,0.1595524400472641,15,0.19856105744838715,7,0.1595524400472641,0.9241071428571429,0.9241071428571428,0.9232178540344611,0.9241071428571428,0.9228944381050959,0.15955243293344706,74.19400677400154,68.30989201699958,146.0855300639996,23
