mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm_classifier__C,param_svm_classifier__gamma,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
45.959501345952354,0.21805860964140336,30.803719917933147,0.17320445018354408,0.01,scale,"{'svm_classifier__C': 0.01, 'svm_classifier__gamma': 'scale'}",0.31729507073282687,0.532956420431161,0.47687037726315296,0.4423739561423803,0.09135993557000449,17
44.999663511912026,0.3643029538656037,30.50647695859273,0.227880856353614,0.01,1e-05,"{'svm_classifier__C': 0.01, 'svm_classifier__gamma': 1e-05}",0.3059635068980863,0.49552506123570017,0.38345239110443996,0.39498031974607545,0.07781630323952264,18
45.2498517036438,0.15405961853563896,30.54173707962036,0.05394758734312169,0.01,0.0001,"{'svm_classifier__C': 0.01, 'svm_classifier__gamma': 0.0001}",0.3138965161095297,0.5325553940362365,0.6009488816098973,0.48246693058522117,0.1224238695761627,16
45.498354276021324,0.4442248096845292,30.35784872372945,0.19558280876396153,0.01,0.001,"{'svm_classifier__C': 0.01, 'svm_classifier__gamma': 0.001}",0.16717728126096015,0.14107210395187483,0.12174748409123409,0.143332289768023,0.018615369056476795,22
45.542179107666016,0.21892876315612264,32.84066653251648,2.3917221471692907,0.01,0.01,"{'svm_classifier__C': 0.01, 'svm_classifier__gamma': 0.01}",0.12515460729746444,0.11505464966153936,0.1040967154326698,0.1147686574638912,0.008599226558250567,24
35.56953628857931,0.6497039128689127,27.662609815597534,0.49510582471852427,0.1,scale,"{'svm_classifier__C': 0.1, 'svm_classifier__gamma': 'scale'}",0.7250789846800291,0.7248344211680363,0.7371901813275568,0.7290345290585408,0.005767781247451483,10
41.614290714263916,0.27683581725840595,31.84059715270996,0.43056358627417235,0.1,1e-05,"{'svm_classifier__C': 0.1, 'svm_classifier__gamma': 1e-05}",0.3793811139541237,0.507802359422394,0.6246804928273625,0.5039546554012935,0.10018000445389848,15
33.73402810096741,0.1345495432873662,27.26323366165161,0.2050662180331021,0.1,0.0001,"{'svm_classifier__C': 0.1, 'svm_classifier__gamma': 0.0001}",0.7186108784575259,0.7045224084634925,0.7289708787415785,0.7173680552208657,0.01001966007183881,11
44.8586311340332,0.11252033146907522,29.532255172729492,0.936374601633738,0.1,0.001,"{'svm_classifier__C': 0.1, 'svm_classifier__gamma': 0.001}",0.16717728126096015,0.14107210395187483,0.12174748409123409,0.143332289768023,0.018615369056476795,22
45.22318069140116,0.48476579225820315,29.498388687769573,0.9965959140202346,0.1,0.01,"{'svm_classifier__C': 0.1, 'svm_classifier__gamma': 0.01}",0.12515460729746444,0.11505464966153936,0.1040967154326698,0.1147686574638912,0.008599226558250567,24
28.23058048884074,0.31974414551237157,24.865806500116985,0.419045018113147,1.0,scale,"{'svm_classifier__C': 1.0, 'svm_classifier__gamma': 'scale'}",0.8654311970176628,0.8564515296665841,0.8775367190795128,0.8664731485879199,0.008639465664450976,5
26.774786949157715,0.25702187329451764,24.306495428085327,0.44863728673917824,1.0,1e-05,"{'svm_classifier__C': 1.0, 'svm_classifier__gamma': 1e-05}",0.7616280961780995,0.7611813415774067,0.7773389728671023,0.7667161368742028,0.0075136933136481145,9
22.956398089726765,0.6382121324238317,23.366244236628216,0.7007449299204501,1.0,0.0001,"{'svm_classifier__C': 1.0, 'svm_classifier__gamma': 0.0001}",0.8544156329099784,0.8443356669628485,0.8721221977805893,0.8569578325511387,0.011485350320675243,6
43.063292821248375,0.3033982064514527,30.128965457280476,0.16238733882452222,1.0,0.001,"{'svm_classifier__C': 1.0, 'svm_classifier__gamma': 0.001}",0.7005643617931664,0.6990367825498212,0.6962687150345255,0.6986232864591709,0.0017778975470093444,14
43.94382357597351,0.1931038333339083,30.632447957992554,0.34337525376151595,1.0,0.01,"{'svm_classifier__C': 1.0, 'svm_classifier__gamma': 0.01}",0.1982280709823985,0.1835360088580077,0.1837289050586923,0.18849766163303283,0.0068808890809122815,21
31.945279280344646,1.0851841103179527,25.758792797724407,0.1545630186601589,10.0,scale,"{'svm_classifier__C': 10.0, 'svm_classifier__gamma': 'scale'}",0.8812369589402094,0.873115923644567,0.9040986158827025,0.8861504994891596,0.013117138029448043,1
