,precision,recall,f1-score,support
glioma,0.9575289575289575,0.8857142857142857,0.9202226345083488,280.0
meningioma,0.842948717948718,0.9392857142857143,0.8885135135135135,280.0
notumor,0.9962962962962963,0.9607142857142857,0.9781818181818182,280.0
pituitary,0.956989247311828,0.9535714285714286,0.9552772808586762,280.0
accuracy,0.9348214285714286,0.9348214285714286,0.9348214285714286,0.9348214285714286
macro avg,0.93844080477145,0.9348214285714286,0.9355488117655892,1120.0
weighted avg,0.93844080477145,0.9348214285714286,0.9355488117655891,1120.0
