stage_epoch,stage,accuracy,loss
1,frozen_head,0.6752232313156128,0.8098698854446411
2,frozen_head,0.8149553537368774,0.5110178589820862
3,frozen_head,0.8462053537368774,0.42828935384750366
4,frozen_head,0.8620535731315613,0.38730207085609436
5,frozen_head,0.8709821701049805,0.36506229639053345
6,frozen_head,0.8747767806053162,0.3478328287601471
7,frozen_head,0.8850446343421936,0.3321102559566498
8,frozen_head,0.8845981955528259,0.31690385937690735
9,frozen_head,0.8977678418159485,0.3008517324924469
10,frozen_head,0.8908482193946838,0.30280521512031555
11,frozen_head,0.8935267925262451,0.29069316387176514
12,frozen_head,0.8979910612106323,0.2852787971496582
13,frozen_head,0.8982142806053162,0.28677481412887573
14,frozen_head,0.9026785492897034,0.2703995108604431
15,frozen_head,0.8977678418159485,0.2721324861049652
1,fine_tuning,0.9051339030265808,0.2572653293609619
2,fine_tuning,0.9156249761581421,0.24288703501224518
3,fine_tuning,0.918749988079071,0.214430034160614
4,fine_tuning,0.9212053418159485,0.20635968446731567
5,fine_tuning,0.9229910969734192,0.19490472972393036
6,fine_tuning,0.9303571581840515,0.1858147829771042
7,fine_tuning,0.9368303418159485,0.17424863576889038
8,fine_tuning,0.9397321343421936,0.170555979013443
9,fine_tuning,0.942187488079071,0.16023121774196625
10,fine_tuning,0.9477678537368774,0.14812251925468445
11,fine_tuning,0.9493303298950195,0.14127805829048157
12,fine_tuning,0.953125,0.12941817939281464
13,fine_tuning,0.9551339149475098,0.12333876639604568
14,fine_tuning,0.9553571343421936,0.11970040202140808
15,fine_tuning,0.9571428298950195,0.1191307082772255
16,fine_tuning,0.9629464149475098,0.10649716109037399
17,fine_tuning,0.96875,0.09712822735309601
18,fine_tuning,0.9676339030265808,0.09737066179513931
19,fine_tuning,0.9691964387893677,0.09023631364107132
20,fine_tuning,0.9703124761581421,0.08908528834581375
