rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,ResNet50,7,2,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,3,0.14136049151420593,9,0.2037843018770218,3,0.14136049151420593,0.9575892857142857,0.9575892857142857,0.9592757936507936,0.9575892857142857,0.9579979287953425,0.14136051168929212,71.96865544599996,53.159839161000036,128.78706199299995,23
2,ResNet50,7,2,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,6,0.1406482458114624,15,0.22126178443431854,6,0.1406482458114624,0.9575892857142857,0.9575892857142857,0.9574675615881367,0.9575892857142857,0.9575189960139512,0.14064826417665824,68.64916199299978,57.5615078589999,129.8690471220002,23
3,ResNet50,7,2,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,9,0.16474485397338867,15,0.22126178443431854,9,0.16474485397338867,0.9553571428571429,0.9553571428571428,0.9556532049263919,0.9553571428571428,0.9553619981019361,0.164744851546133,68.60605510999994,74.7549344060003,146.91054900100016,23
4,ResNet50,7,2,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,7,0.16110765933990479,15,0.25271815061569214,7,0.16110765933990479,0.953125,0.953125,0.9534177770447794,0.953125,0.9531277534628919,0.1611076561598484,72.43827198500003,64.12792031699973,140.18574551100028,23
5,ResNet50,7,2,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,3,0.1575547307729721,13,0.23014084994792938,3,0.1575547307729721,0.9508928571428571,0.9508928571428572,0.9534217335759394,0.9508928571428572,0.9512218020537035,0.15755471908100566,92.45408418499983,53.41269352900008,151.3148791350004,23
6,ResNet50,7,2,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,4,0.15201227366924286,9,0.2037843018770218,4,0.15201227366924286,0.9508928571428571,0.9508928571428572,0.9512624819303408,0.9508928571428572,0.9508443770706796,0.15201228867748343,72.12534710099999,60.4341993539997,136.31213442099988,23
7,ResNet50,7,2,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,9,0.15647663176059723,13,0.23014084994792938,9,0.15647663176059723,0.9508928571428571,0.9508928571428572,0.9508852072411395,0.9508928571428572,0.9506398553678725,0.15647665691427529,95.92715370799988,98.10247219500025,199.06119286400008,23
8,ResNet50,7,2,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,4,0.15313053131103516,15,0.25271815061569214,4,0.15313053131103516,0.9486607142857143,0.9486607142857143,0.9483784893267653,0.9486607142857143,0.9483709273182958,0.15313053975937388,72.69348096699969,47.41606687600006,123.69639388299993,23
9,ResNet50,7,2,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,4,0.15457738935947418,13,0.188063845038414,4,0.15457738935947418,0.9464285714285714,0.9464285714285715,0.9464669999152757,0.9464285714285715,0.9463446217045461,0.1545774110771942,116.49975290299994,81.696109062,201.91850969999996,23
10,ResNet50,7,2,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,6,0.1609862595796585,13,0.21139612793922424,6,0.1609862595796585,0.9441964285714286,0.9441964285714286,0.9442384228420616,0.9441964285714286,0.9439863482527457,0.16098628481333652,120.80974992899996,105.37561685600008,230.07906026700016,23
11,ResNet50,7,2,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,2,0.14100472629070282,13,0.188063845038414,2,0.14100472629070282,0.9441964285714286,0.9441964285714286,0.9438473157114255,0.9441964285714286,0.9437372679042477,0.141004713153101,115.26689493899994,62.02208934200007,181.05851471799997,23
12,ResNet50,7,2,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,2,0.13205258548259735,13,0.21139612793922424,2,0.13205258548259735,0.9397321428571429,0.9397321428571428,0.9403652877696288,0.9397321428571428,0.9392456384212317,0.1320525751539394,121.78623689000005,62.00182496699995,187.49212954900008,23
