index,precision,recall,f1-score,support
glioma,0.8507462686567164,0.8142857142857143,0.8321167883211679,280.0
meningioma,0.7896678966789668,0.7642857142857142,0.7767695099818511,280.0
notumor,0.9577464788732394,0.9714285714285714,0.9645390070921985,280.0
pituitary,0.8552188552188552,0.9071428571428571,0.8804159445407279,280.0
accuracy,0.8642857142857143,0.8642857142857143,0.8642857142857143,0.8642857142857143
macro avg,0.8633448748569444,0.8642857142857142,0.8634603124839864,1120.0
weighted avg,0.8633448748569444,0.8642857142857143,0.8634603124839865,1120.0
