index,precision,recall,f1-score,support
glioma,0.8,0.7571428571428571,0.7779816513761468,280.0
meningioma,0.7789855072463768,0.7678571428571429,0.7733812949640287,280.0
notumor,0.960431654676259,0.9535714285714286,0.956989247311828,280.0
pituitary,0.8471760797342193,0.9107142857142857,0.8777969018932874,280.0
accuracy,0.8473214285714286,0.8473214285714286,0.8473214285714286,0.8473214285714286
macro avg,0.8466483104142137,0.8473214285714286,0.8465372738863228,1120.0
weighted avg,0.8466483104142138,0.8473214285714286,0.8465372738863228,1120.0
