,precision,recall,f1-score,support
glioma,0.9172932330827067,0.8714285714285714,0.8937728937728938,280.0
meningioma,0.8555555555555555,0.825,0.84,280.0
notumor,0.9479166666666666,0.975,0.9612676056338029,280.0
pituitary,0.9121621621621622,0.9642857142857143,0.9375,280.0
accuracy,0.9089285714285714,0.9089285714285714,0.9089285714285714,0.9089285714285714
macro avg,0.9082319043667728,0.9089285714285714,0.9081351248516741,1120.0
weighted avg,0.9082319043667728,0.9089285714285714,0.9081351248516741,1120.0
