stage,n_estimators,rank,candidate_id,mean_macro_f1,sd_macro_f1,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,25,1,85,0.8273699959420932,0.026120334108953633,47.12560040000062,3,entropy,,2,1,0.1,False
1,25,2,37,0.8204538139147212,0.02085914100880799,15.019440400001258,3,gini,40.0,2,2,0.05,False
1,25,3,90,0.8198405762794523,0.023284402889843445,14.576751199998398,3,gini,40.0,5,4,0.05,False
1,25,4,15,0.8175566257083418,0.01980382779560468,46.6401881999991,3,entropy,60.0,2,2,0.1,False
1,25,5,86,0.8173402091381968,0.01666479275801845,45.31271399999969,3,entropy,40.0,20,4,0.1,False
1,25,6,5,0.8173194070904103,0.01967253919252121,47.22773050000069,3,entropy,20.0,2,2,0.1,False
1,25,7,93,0.8173194070904103,0.01967253919252121,47.156085199998415,3,entropy,,2,2,0.1,False
1,25,8,27,0.8171433946671748,0.019633585100414977,90.18069380000088,3,entropy,20.0,5,2,0.2,False
1,25,9,57,0.8168666257415448,0.015029076797798403,14.058565800001816,3,gini,,20,4,0.05,False
1,25,10,95,0.8163020699728355,0.013297081766850245,47.2052496999986,3,entropy,40.0,5,2,0.1,False
1,25,11,16,0.8151945758571202,0.016734915069086163,59.547591999998986,3,gini,40.0,5,2,0.2,False
1,25,12,88,0.8134746294948929,0.009751829077827382,24.426797399999487,3,entropy,20.0,20,1,0.05,False
1,25,13,42,0.81341400292981,0.02274629277074107,23.399280699999508,3,entropy,60.0,20,4,0.05,False
1,25,14,14,0.8130762278746726,0.01812677491826666,28.98266870000043,3,gini,40.0,20,2,0.1,False
1,25,15,61,0.8129581412999594,0.0235804444656662,27.20687370000087,3,gini,80.0,20,4,0.1,False
1,25,16,22,0.8128044395398484,0.018250864434883204,24.781538100000034,3,gini,,2,8,0.1,False
1,25,17,63,0.8115850304312163,0.0136813929888099,14.310796499998105,3,gini,80.0,10,4,0.05,False
1,25,18,26,0.810904033464781,0.014225892787720669,60.30296989999806,3,gini,20.0,5,1,0.2,False
1,25,19,73,0.8104924587656651,0.026166969144818433,62.17253759999949,3,gini,20.0,2,1,0.2,False
1,25,20,60,0.8096326785908737,0.024415815120438195,88.28056499999911,3,entropy,80.0,20,2,0.2,False
1,25,21,48,0.8086579457005355,0.015854742547082017,22.668787700002213,3,entropy,80.0,2,8,0.05,False
1,25,22,72,0.8086579457005355,0.015854742547082017,21.85071059999973,3,entropy,,2,8,0.05,False
1,25,23,34,0.8067760212720089,0.012773643705227787,23.779440799997246,3,entropy,40.0,2,2,0.05,False
1,25,24,91,0.8030927109408436,0.011427069997100378,6.673625300001731,3,gini,60.0,20,1,0.02,False
1,25,25,83,0.8028566091335136,0.020492105340866217,10.059251599997879,3,entropy,,20,1,0.02,False
1,25,26,32,0.8025884074123159,0.017208840334802963,27.746322499999224,3,entropy,60.0,2,2,0.1,True
1,25,27,1,0.8025175873859144,0.01653604842389078,17.95768449999923,3,gini,40.0,20,2,0.1,True
1,25,28,7,0.8018210894187384,0.008732530962746246,14.947768900001392,3,entropy,20.0,2,2,0.05,True
1,25,29,38,0.8018182205384697,0.019380607706342572,17.074687500000437,3,gini,60.0,2,4,0.1,True
1,25,30,29,0.8016773008515602,0.009757796120515526,6.390213500000755,3,gini,20.0,10,2,0.02,False
1,25,31,28,0.79943516175795,0.009557210809604819,26.83502370000133,3,entropy,,2,4,0.1,True
1,25,32,76,0.799092376057048,0.021169393913400635,27.792304500000682,3,entropy,40.0,10,2,0.1,True
1,25,33,12,0.7990673535724847,0.014781280800029623,10.12920209999902,3,entropy,40.0,10,2,0.02,False
1,25,34,53,0.7989823646123563,0.013114079228555684,17.089564600002632,3,gini,40.0,10,4,0.1,True
1,25,35,94,0.7987607222826755,0.02136223427803385,14.974752399999488,3,gini,20.0,5,8,0.1,True
1,25,36,6,0.7986246223837687,0.021500193932826622,12.572252499998285,3,gini,60.0,5,2,0.05,True
1,25,37,23,0.7985561462535293,0.013727417789551407,4.298342899999625,3,gini,80.0,5,2,sqrt,False
1,25,38,46,0.7983764052685395,0.013126532002650128,6.397215599999981,3,gini,20.0,20,2,0.02,False
1,25,39,52,0.7983600520310526,0.0022973574399610688,4.421961199999714,3,gini,80.0,5,1,sqrt,False
1,25,40,55,0.7982368230449,0.01154510364384781,8.857807799999136,3,gini,80.0,2,4,0.05,True
1,25,41,31,0.7980107358175198,0.0162247441745193,6.06902639999862,3,gini,60.0,2,4,0.02,False
1,25,42,82,0.7970745747029716,0.008827922827563728,4.20406930000172,3,gini,40.0,20,2,sqrt,False
1,25,43,96,0.7964166395471334,0.009483317687912057,13.959458699999232,3,entropy,20.0,20,4,0.05,True
1,25,44,8,0.7961330037427085,0.022401977418543387,28.769203599998946,3,entropy,60.0,10,1,0.1,True
1,25,45,64,0.7961330037427085,0.022401977418543387,28.862340100002257,3,entropy,20.0,10,1,0.1,True
1,25,46,49,0.7960832475342299,0.014482152370017909,9.337962100000368,3,entropy,,10,8,0.02,False
1,25,47,71,0.7960832475342299,0.014482152370017909,9.40132470000026,3,entropy,80.0,2,8,0.02,False
1,25,48,97,0.7960832475342299,0.014482152370017909,9.403557499999806,3,entropy,80.0,10,8,0.02,False
1,25,49,43,0.7960265233824243,0.021118508084535144,54.53653999999915,3,entropy,80.0,5,4,0.2,True
1,25,50,21,0.7950466578478669,0.02582348046290351,26.684121800000867,3,entropy,,10,4,0.1,True
1,25,51,58,0.7950466578478669,0.02582348046290351,27.583543100001407,3,entropy,80.0,10,4,0.1,True
1,25,52,41,0.7950439982492105,0.00816770326845633,6.62210690000029,3,entropy,40.0,2,4,sqrt,False
1,25,53,62,0.7950439982492105,0.00816770326845633,6.471449399999983,3,entropy,60.0,2,4,sqrt,False
1,25,54,84,0.7935460002245444,0.02621345037639248,30.47981239999899,3,gini,,5,8,0.2,True
1,25,55,51,0.7935028287151012,0.011167235086655186,13.012907300000734,3,entropy,60.0,2,8,0.05,True
1,25,56,2,0.7930612668810065,0.017671108294625443,9.376949100000274,3,entropy,60.0,20,8,0.02,False
1,25,57,39,0.7930594323793425,0.016601915437459546,6.976849499998934,3,entropy,,5,2,sqrt,False
1,25,58,10,0.7929539643908488,0.012497149428045293,56.34726620000038,3,entropy,20.0,5,2,0.2,True
1,25,59,45,0.792469088968268,0.01304983898743933,27.944438399999854,3,entropy,40.0,20,2,0.1,True
1,25,60,54,0.7920535196353565,0.014269935562489181,8.137462399998185,3,gini,20.0,5,8,0.05,True
1,25,61,70,0.7919865289621223,0.026750862156598564,51.30990109999948,3,entropy,40.0,5,8,0.2,True
1,25,62,89,0.7919865289621223,0.026750862156598564,50.877905600000304,3,entropy,,5,8,0.2,True
1,25,63,40,0.7907045925116671,0.02295564583956685,26.665008499998294,3,entropy,,20,4,0.1,True
1,25,64,50,0.7907045925116671,0.02295564583956685,27.09233630000017,3,entropy,40.0,20,4,0.1,True
1,25,65,35,0.7906593903494902,0.010481183138728417,13.895515300000625,3,entropy,80.0,20,1,0.05,True
1,25,66,79,0.790395578493889,0.02112810860071093,6.482029600001624,3,entropy,80.0,20,4,sqrt,False
1,25,67,36,0.788505436549061,0.009086519276860156,4.326779900000474,3,gini,40.0,5,1,0.02,True
1,25,68,87,0.7882788346772696,0.008552712825493278,6.996379899999738,3,entropy,40.0,10,1,sqrt,False
1,25,69,66,0.7847442561823854,0.009808608274406487,7.970717999998669,3,gini,20.0,20,8,0.05,True
1,25,70,68,0.7822572610750681,0.007252583611422691,4.317698700000619,3,gini,60.0,10,1,0.02,True
1,25,71,77,0.7810715635545779,0.015054111336941152,2.89933419999943,3,gini,20.0,10,2,sqrt,True
1,25,72,11,0.7795379711080098,0.008066095958902371,6.141642700000375,3,entropy,,5,4,0.02,True
1,25,73,75,0.7795379711080098,0.008066095958902371,6.2022607999988395,3,entropy,40.0,5,4,0.02,True
1,25,74,30,0.7794535647257975,0.004888532388074691,6.417515600000115,3,entropy,40.0,5,2,0.02,True
1,25,75,33,0.7779623907001421,0.0039306144757320985,6.343335499999739,3,entropy,20.0,5,1,0.02,True
1,25,76,9,0.7775019462985956,0.009689808858919395,3.6029116999998223,3,gini,80.0,10,8,0.02,True
1,25,77,65,0.7775019462985956,0.009689808858919395,3.581356400001823,3,gini,20.0,5,8,0.02,True
1,25,78,18,0.7771567342895759,0.010580441721843135,5.636693999998897,3,entropy,20.0,5,8,0.02,True
1,25,79,3,0.7769642740705099,0.007562792888368588,4.117019399998753,3,gini,20.0,2,2,0.02,True
1,25,80,13,0.7735602736355904,0.010014748029587382,3.719008300000496,3,entropy,40.0,2,8,sqrt,True
1,25,81,69,0.7735602736355904,0.010014748029587382,4.036299899998994,3,entropy,60.0,2,8,sqrt,True
1,25,82,74,0.7735602736355904,0.010014748029587382,4.013726500001212,3,entropy,,10,8,sqrt,True
1,25,83,4,0.7732296935396716,0.011213844865102844,6.386452599999757,3,entropy,40.0,20,1,0.02,True
1,25,84,98,0.7730425168640082,0.011268307139432368,4.538568199997826,3,entropy,60.0,2,1,sqrt,True
1,25,85,59,0.7705692821795597,0.018171992231535896,3.8545235999990837,3,entropy,,20,8,sqrt,True
1,25,86,80,0.7653115693639855,0.01130494596963639,1.766684800000803,3,entropy,80.0,2,2,log2,False
1,25,87,99,0.7647051040581575,0.019477921935436227,4.2968328000006295,3,entropy,40.0,20,2,sqrt,True
1,25,88,19,0.7640823324339173,0.007712326392988949,1.2495055999988836,3,gini,,2,2,log2,False
