stage,n_estimators,rank,candidate_id,mean_macro_f1,sd_macro_f1,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
2,75,1,34,0.840829058279517,0.015480601065463468,63.7749550999979,3,entropy,40.0,2,2,0.05,False
2,75,2,85,0.8384634306737176,0.0190919471447899,129.6171510000022,3,entropy,,2,1,0.1,False
2,75,3,15,0.8345057816263295,0.021631693307016225,127.59902599999987,3,entropy,60.0,2,2,0.1,False
2,75,4,93,0.8345057816263295,0.021631693307016225,126.3640708999992,3,entropy,,2,2,0.1,False
2,75,5,5,0.8338223625711542,0.020859752197199037,126.69750910000221,3,entropy,20.0,2,2,0.1,False
2,75,6,57,0.8329242620830876,0.02092345012797311,36.38032870000097,3,gini,,20,4,0.05,False
2,75,7,42,0.8323340663801639,0.01882435831042995,63.91566949999833,3,entropy,60.0,20,4,0.05,False
2,75,8,95,0.8317308173411405,0.020750328036452725,125.55534809999881,3,entropy,40.0,5,2,0.1,False
2,75,9,37,0.8315133519879052,0.02337314976919957,40.2690707999991,3,gini,40.0,2,2,0.05,False
2,75,10,27,0.8314607684148972,0.02499413683667832,241.89538979999816,3,entropy,20.0,5,2,0.2,False
2,75,11,14,0.8305427465026315,0.01872450347088125,81.19661300000007,3,gini,40.0,20,2,0.1,False
2,75,12,22,0.8301883046278263,0.02033607830247459,70.81431919999886,3,gini,,2,8,0.1,False
