stage_epoch,stage,accuracy,loss
1,frozen_head,0.7741071581840515,0.5989061594009399
2,frozen_head,0.8633928298950195,0.38051965832710266
3,frozen_head,0.8745535612106323,0.34384238719940186
4,frozen_head,0.8732143044471741,0.3208853006362915
5,frozen_head,0.8908482193946838,0.29747119545936584
6,frozen_head,0.8901785612106323,0.2931474447250366
7,frozen_head,0.8915178775787354,0.28001639246940613
8,frozen_head,0.8975446224212646,0.26983311772346497
9,frozen_head,0.9049107432365417,0.2511480748653412
10,frozen_head,0.9055803418159485,0.25075817108154297
11,frozen_head,0.901562511920929,0.2599196434020996
12,frozen_head,0.9046875238418579,0.24711377918720245
13,frozen_head,0.9075892567634583,0.23917609453201294
14,frozen_head,0.909375011920929,0.24072393774986267
1,fine_tuning,0.917187511920929,0.21962973475456238
2,fine_tuning,0.9270089268684387,0.19715778529644012
3,fine_tuning,0.9220982193946838,0.19562317430973053
4,fine_tuning,0.9334821701049805,0.17381565272808075
5,fine_tuning,0.9366071224212646,0.16507841646671295
6,fine_tuning,0.9390624761581421,0.16512905061244965
7,fine_tuning,0.9433035850524902,0.15546494722366333
8,fine_tuning,0.9466517567634583,0.13786786794662476
9,fine_tuning,0.9520089030265808,0.12968426942825317
10,fine_tuning,0.9595982432365417,0.12087950110435486
11,fine_tuning,0.9613839387893677,0.11360908299684525
12,fine_tuning,0.9582589268684387,0.11581975221633911
13,fine_tuning,0.9647321701049805,0.10180889815092087
14,fine_tuning,0.9662946462631226,0.0995345488190651
15,fine_tuning,0.9624999761581421,0.10198120027780533
16,fine_tuning,0.9647321701049805,0.09570451825857162
17,fine_tuning,0.9694196581840515,0.08357454091310501
18,fine_tuning,0.9752232432365417,0.07831262797117233
19,fine_tuning,0.9745535850524902,0.07588919997215271
20,fine_tuning,0.9770089387893677,0.07064298540353775
