,precision,recall,f1-score,support
glioma,0.9816849816849816,0.9571428571428572,0.969258589511754,280.0
meningioma,0.9377162629757786,0.9678571428571429,0.9525483304042179,280.0
notumor,0.9927007299270073,0.9714285714285714,0.9819494584837545,280.0
pituitary,0.971830985915493,0.9857142857142858,0.9787234042553191,280.0
accuracy,0.9705357142857143,0.9705357142857143,0.9705357142857143,0.9705357142857143
macro avg,0.9709832401258152,0.9705357142857143,0.9706199456637613,1120.0
weighted avg,0.970983240125815,0.9705357142857143,0.9706199456637614,1120.0
