index,precision,recall,f1-score,support
glioma,0.8228782287822878,0.7964285714285714,0.809437386569873,280.0
meningioma,0.7849462365591398,0.7821428571428571,0.7835420393559929,280.0
notumor,0.9711191335740073,0.9607142857142857,0.9658886894075404,280.0
pituitary,0.8430034129692833,0.8821428571428571,0.8621291448516579,280.0
accuracy,0.8553571428571428,0.8553571428571428,0.8553571428571428,0.8553571428571428
macro avg,0.8554867529711795,0.8553571428571428,0.8552493150462661,1120.0
weighted avg,0.8554867529711796,0.8553571428571428,0.855249315046266,1120.0
