rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,ResNet50,2,2,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,5,0.0626089796423912,14,0.17201222479343414,5,0.0626089796423912,0.9821428571428571,0.9821428571428571,0.9822211592123097,0.9821428571428571,0.9821624314897857,0.06260900585548937,128.1083910999996,96.88412901899937,229.63960104200032,23
2,ResNet50,2,2,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,6,0.09241597354412079,15,0.15932448208332062,6,0.09241597354412079,0.9754464285714286,0.9754464285714286,0.975420151010798,0.9754464285714286,0.9753745600804425,0.09241602412210378,133.4730568799996,107.50696671600053,244.87224119799976,23
3,ResNet50,2,2,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,6,0.10083524882793427,15,0.2121783345937729,6,0.10083524882793427,0.9709821428571429,0.9709821428571429,0.9713556355149275,0.9709821428571429,0.9707963786538234,0.10083526095877324,73.32762212200032,57.02971281099963,135.14992861799965,23
4,ResNet50,2,2,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,8,0.1000133603811264,15,0.15855899453163147,8,0.1000133603811264,0.96875,0.96875,0.9697105062071585,0.96875,0.968474566011738,0.10001337091102647,93.6227633160006,90.22455713399995,187.56096488100047,23
5,ResNet50,2,2,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,5,0.10698675364255905,15,0.15855899453163147,5,0.10698675364255905,0.9642857142857143,0.9642857142857142,0.9648568612255167,0.9642857142857142,0.9639965719263915,0.10698676266607639,95.46025772400026,68.70055155799946,167.85860936000063,23
6,ResNet50,2,2,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,5,0.10857679694890976,15,0.15932448208332062,5,0.10857679694890976,0.9642857142857143,0.9642857142857144,0.9646836167806995,0.9642857142857144,0.9639895330112722,0.10857680581547566,127.02350252999986,97.27851151100003,228.1994774979994,23
7,ResNet50,2,2,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,4,0.10534785687923431,15,0.1925259828567505,4,0.10534785687923431,0.9620535714285714,0.9620535714285715,0.9619801920073658,0.9620535714285715,0.9619509019248628,0.10534784619008088,92.00115812199965,61.9719356859996,157.7092866410003,23
8,ResNet50,2,2,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,10,0.11046759784221649,15,0.1812148541212082,10,0.11046759784221649,0.9620535714285714,0.9620535714285714,0.9620611036730963,0.9620535714285714,0.9618959598343597,0.11046759143650234,70.69612808799957,78.71265098700042,153.10874640099973,23
9,ResNet50,2,2,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,5,0.1137237399816513,14,0.17201222479343414,5,0.1137237399816513,0.9620535714285714,0.9620535714285714,0.9622442879555259,0.9620535714285714,0.9618387178125118,0.11372374205496105,125.71376798300025,97.30729504100054,227.80155784600083,23
10,ResNet50,2,2,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,9,0.11533241719007492,15,0.2121783345937729,9,0.11533241719007492,0.9620535714285714,0.9620535714285715,0.96216003186856,0.9620535714285715,0.9618089851120128,0.11533242625592445,73.25691622400063,72.99478756900044,149.95478960899982,23
11,ResNet50,2,2,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,8,0.11037834733724594,15,0.1925259828567505,8,0.11037834733724594,0.9620535714285714,0.9620535714285714,0.9623891700337713,0.9620535714285714,0.9617791388652738,0.1103783419184272,102.90490922999925,91.2603926060001,197.8841052279995,23
12,ResNet50,2,2,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,4,0.10418659448623657,15,0.1812148541212082,4,0.10418659448623657,0.953125,0.953125,0.9532561348294106,0.953125,0.9530381351105035,0.10418659794319884,71.365960782,47.83261522199973,122.79678108499957,23
