stage_epoch,stage,accuracy,loss,val_accuracy,val_loss,learning_rate
1,frozen_head,0.713789701461792,0.7465113401412964,0.8191964030265808,0.49721649289131165,0.0010000000474974513
2,frozen_head,0.825644850730896,0.4731487035751343,0.8571428656578064,0.4126802980899811,0.0010000000474974513
3,frozen_head,0.8494543433189392,0.39639395475387573,0.8683035969734192,0.37549296021461487,0.0010000000474974513
4,frozen_head,0.8673115372657776,0.3650561571121216,0.8794642686843872,0.3570649027824402,0.0010000000474974513
5,frozen_head,0.8782241940498352,0.3394816517829895,0.875,0.3424702286720276,0.0010000000474974513
6,frozen_head,0.8826884627342224,0.32542362809181213,0.8839285969734192,0.32358625531196594,0.0010000000474974513
7,frozen_head,0.8846726417541504,0.31371378898620605,0.8950892686843872,0.32560402154922485,0.0010000000474974513
8,frozen_head,0.8888888955116272,0.30559566617012024,0.9017857313156128,0.30971431732177734,0.0010000000474974513
9,frozen_head,0.893105149269104,0.29257550835609436,0.8995535969734192,0.29943886399269104,0.0010000000474974513
10,frozen_head,0.8975694179534912,0.27836769819259644,0.890625,0.2937432825565338,0.0010000000474974513
11,frozen_head,0.8973214030265808,0.28218674659729004,0.8973214030265808,0.28580164909362793,0.0010000000474974513
12,frozen_head,0.9027777910232544,0.2650426924228668,0.9040178656578064,0.2826499044895172,0.0010000000474974513
13,frozen_head,0.9007936716079712,0.2702314853668213,0.90625,0.28874287009239197,0.0010000000474974513
14,frozen_head,0.9089781641960144,0.25893518328666687,0.8950892686843872,0.28684791922569275,0.0010000000474974513
15,frozen_head,0.9129464030265808,0.2452114373445511,0.9084821343421936,0.2704540193080902,0.00020000000949949026
1,fine_tuning,0.9109622836112976,0.24561692774295807,0.9084821343421936,0.2673010230064392,9.999999747378752e-06
2,fine_tuning,0.9089781641960144,0.22777734696865082,0.9107142686843872,0.25808069109916687,9.999999747378752e-06
3,fine_tuning,0.91567462682724,0.22517436742782593,0.9196428656578064,0.25096312165260315,9.999999747378752e-06
4,fine_tuning,0.9198908805847168,0.213096022605896,0.9129464030265808,0.25051149725914,9.999999747378752e-06
5,fine_tuning,0.9184027910232544,0.2150009274482727,0.9196428656578064,0.2384105622768402,9.999999747378752e-06
6,fine_tuning,0.925595223903656,0.2018098086118698,0.9129464030265808,0.2358725219964981,9.999999747378752e-06
7,fine_tuning,0.9317956566810608,0.19273972511291504,0.9263392686843872,0.22828082740306854,9.999999747378752e-06
8,fine_tuning,0.9320436716079712,0.19131675362586975,0.9241071343421936,0.22360147535800934,9.999999747378752e-06
9,fine_tuning,0.9260912537574768,0.1940673440694809,0.9308035969734192,0.22046789526939392,9.999999747378752e-06
10,fine_tuning,0.9327877163887024,0.1781778782606125,0.921875,0.2174614518880844,9.999999747378752e-06
11,fine_tuning,0.9320436716079712,0.17867936193943024,0.9263392686843872,0.2125615030527115,9.999999747378752e-06
12,fine_tuning,0.9320436716079712,0.18270762264728546,0.9285714030265808,0.21036949753761292,9.999999747378752e-06
13,fine_tuning,0.9409722089767456,0.16679325699806213,0.9285714030265808,0.20396630465984344,9.999999747378752e-06
14,fine_tuning,0.9357638955116272,0.1645510494709015,0.9285714030265808,0.20113177597522736,9.999999747378752e-06
15,fine_tuning,0.9394841194152832,0.1608676016330719,0.9308035969734192,0.19901087880134583,9.999999747378752e-06
16,fine_tuning,0.9491567611694336,0.1417660266160965,0.9285714030265808,0.1970817744731903,9.999999747378752e-06
17,fine_tuning,0.944940447807312,0.1548735499382019,0.9375,0.19018664956092834,9.999999747378752e-06
18,fine_tuning,0.9464285969734192,0.15446753799915314,0.9375,0.1878739595413208,9.999999747378752e-06
19,fine_tuning,0.9466766119003296,0.14728794991970062,0.9352678656578064,0.18530459702014923,9.999999747378752e-06
20,fine_tuning,0.9508928656578064,0.14503905177116394,0.9419642686843872,0.18227887153625488,9.999999747378752e-06
