,precision,recall,f1-score,support
glioma,0.9132075471698113,0.8642857142857143,0.8880733944954129,280.0
meningioma,0.8241379310344827,0.8535714285714285,0.8385964912280702,280.0
notumor,0.9633699633699634,0.9392857142857143,0.9511754068716094,280.0
pituitary,0.9041095890410958,0.9428571428571428,0.9230769230769231,280.0
accuracy,0.9,0.9,0.9,0.9
macro avg,0.9012062576538383,0.9000000000000001,0.900230553918004,1120.0
weighted avg,0.9012062576538382,0.9,0.9002305539180039,1120.0
