stage_epoch,stage,accuracy,loss
1,frozen_head,0.7508928775787354,0.6571069359779358
2,frozen_head,0.8491071462631226,0.40024691820144653
3,frozen_head,0.8823660612106323,0.31645309925079346
4,frozen_head,0.8924106955528259,0.27953091263771057
5,frozen_head,0.9013392925262451,0.2618772089481354
6,frozen_head,0.9100446701049805,0.23466452956199646
7,frozen_head,0.9071428775787354,0.23974691331386566
8,frozen_head,0.9174107313156128,0.2215660959482193
9,frozen_head,0.9223214387893677,0.21429790556430817
10,frozen_head,0.9301339387893677,0.193893164396286
11,frozen_head,0.9270089268684387,0.19502918422222137
12,frozen_head,0.9232142567634583,0.19229868054389954
13,frozen_head,0.9294642806053162,0.18905045092105865
1,fine_tuning,0.9408482313156128,0.16166901588439941
2,fine_tuning,0.9723214507102966,0.08523401618003845
3,fine_tuning,0.987500011920929,0.04045484587550163
4,fine_tuning,0.9917410612106323,0.028962213546037674
5,fine_tuning,0.9941964149475098,0.01870514452457428
6,fine_tuning,0.9984375238418579,0.00741561921313405
7,fine_tuning,0.9982143044471741,0.006546921096742153
8,fine_tuning,0.9975446462631226,0.008445429615676403
9,fine_tuning,0.9995535612106323,0.003237837227061391
