mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__gamma,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
38.83398365974426,2.509298867473109,19.9890132745107,0.32193297307095586,0.01,scale,"{'classifier__C': 0.01, 'classifier__gamma': 'scale'}",0.4062976353248004,0.5361040760661917,0.6378708074666865,0.5267575062858928,0.09477008068287303,17
37.7079168955485,1.4122945848689157,21.187986373901367,0.39158140551790155,0.01,1e-05,"{'classifier__C': 0.01, 'classifier__gamma': 1e-05}",0.34018342391304346,0.5532064270252599,0.4253118812457422,0.4395672440613485,0.08754850651873042,19
36.167139291763306,1.6216679539769798,20.815834601720173,0.30906577664490165,0.01,0.0001,"{'classifier__C': 0.01, 'classifier__gamma': 0.0001}",0.3570199563484362,0.5738390048887099,0.5625229957936847,0.4977939856769436,0.09964941383168383,18
36.50230431556702,1.0414028943697011,21.998408317565918,0.9774993263868319,0.01,0.001,"{'classifier__C': 0.01, 'classifier__gamma': 0.001}",0.27315702883088705,0.42138311171724063,0.38751170350299025,0.36068394801703935,0.06341681827543079,23
35.364686727523804,1.5824887111900556,20.930830717086792,0.5153760658774754,0.01,0.01,"{'classifier__C': 0.01, 'classifier__gamma': 0.01}",0.16717728126096015,0.1514143280091556,0.11370552086322376,0.14409904337777985,0.022434234730826966,24
22.50838295618693,1.0092666072540055,17.541202306747437,0.27588956440179374,0.1,scale,"{'classifier__C': 0.1, 'classifier__gamma': 'scale'}",0.8412814519324745,0.8363259208690998,0.8191939536099907,0.832267108803855,0.009462905194218949,12
35.80543041229248,1.9258655734502785,21.41630967458089,0.8119860408524293,0.1,1e-05,"{'classifier__C': 0.1, 'classifier__gamma': 1e-05}",0.37639719888756495,0.578853977746189,0.7060310982172562,0.55376075828367,0.13573719496161166,16
24.27017005284627,0.9332240768367802,17.9124596118927,0.27973982191617525,0.1,0.0001,"{'classifier__C': 0.1, 'classifier__gamma': 0.0001}",0.8252288422428912,0.8148873082390988,0.8114808613335329,0.8171990039385076,0.005845778962979391,14
29.359103282292683,1.5114273495337323,19.872909863789875,0.5978124415448623,0.1,0.001,"{'classifier__C': 0.1, 'classifier__gamma': 0.001}",0.7415880281317275,0.7539707222977782,0.7357858633211323,0.7437815379168793,0.007584233113650637,15
36.74360171953837,2.22228172916621,21.193032026290894,0.5022660496522603,0.1,0.01,"{'classifier__C': 0.1, 'classifier__gamma': 0.01}",0.16717728126096015,0.1514143280091556,0.11370552086322376,0.14409904337777985,0.022434234730826966,24
15.919398307800293,0.5708525059778092,12.071898619333902,0.4373855485521065,1.0,scale,"{'classifier__C': 1, 'classifier__gamma': 'scale'}",0.9272093039773892,0.9369682800618393,0.9208624181351425,0.928346667391457,0.006624192718221121,6
22.800398349761963,1.4998499536149548,16.720550060272217,0.3220750383506147,1.0,1e-05,"{'classifier__C': 1, 'classifier__gamma': 1e-05}",0.8348431156515129,0.8271982255217606,0.8226612012135345,0.8282341807956026,0.00502690510092826,13
12.6059410572052,1.2189088743868233,11.879345417022705,0.16091066543864863,1.0,0.0001,"{'classifier__C': 1, 'classifier__gamma': 0.0001}",0.907080676966766,0.9097132654952315,0.8826142708611349,0.8998027377743775,0.012201507467270261,11
27.522599776585896,0.6302057689378909,16.1254620552063,0.4246164017108451,1.0,0.001,"{'classifier__C': 1, 'classifier__gamma': 0.001}",0.9098622297224802,0.9191711314531366,0.8998833480242108,0.9096389030666092,0.00787578793927748,9
36.904496351877846,0.8331415883956046,20.895458221435547,0.3788528680829292,1.0,0.01,"{'classifier__C': 1, 'classifier__gamma': 0.01}",0.37358289939416506,0.4145143841064996,0.34968321862679624,0.3792601673758203,0.02676992757014004,22
17.81971565882365,0.7448212966639622,13.392811059951782,0.19729621335373007,10.0,scale,"{'classifier__C': 10, 'classifier__gamma': 'scale'}",0.9385679697309036,0.94696991930904,0.9351847091772938,0.9402408660724125,0.004954575736254877,2
11.21391781171163,0.7536871772718385,11.01801609992981,0.6085506197388947,10.0,1e-05,"{'classifier__C': 10, 'classifier__gamma': 1e-05}",0.9097752327977118,0.9056112975919831,0.8899804420970243,0.9017889908289064,0.008521187572332162,10
