stage_epoch,stage,accuracy,loss,val_accuracy,val_loss,learning_rate
1,frozen_head,0.7061011791229248,0.7574368119239807,0.8415178656578064,0.46626368165016174,0.0010000000474974513
2,frozen_head,0.8323412537574768,0.4739932715892792,0.8883928656578064,0.37870559096336365,0.0010000000474974513
3,frozen_head,0.8526785969734192,0.4029276371002197,0.890625,0.32854002714157104,0.0010000000474974513
4,frozen_head,0.861855149269104,0.3819676339626312,0.8883928656578064,0.3165922462940216,0.0010000000474974513
5,frozen_head,0.8747519850730896,0.34561797976493835,0.9040178656578064,0.2853300869464874,0.0010000000474974513
6,frozen_head,0.8784722089767456,0.33596861362457275,0.9174107313156128,0.2740641236305237,0.0010000000474974513
7,frozen_head,0.8854166865348816,0.32051292061805725,0.9196428656578064,0.2648994028568268,0.0010000000474974513
8,frozen_head,0.885664701461792,0.30820050835609436,0.9151785969734192,0.2562435269355774,0.0010000000474974513
9,frozen_head,0.8883928656578064,0.3017222583293915,0.9107142686843872,0.2508458197116852,0.0010000000474974513
10,frozen_head,0.8948412537574768,0.28569886088371277,0.921875,0.24114273488521576,0.0010000000474974513
11,frozen_head,0.8933531641960144,0.29242226481437683,0.9241071343421936,0.23636899888515472,0.0010000000474974513
12,frozen_head,0.894345223903656,0.2825799882411957,0.9174107313156128,0.23337240517139435,0.0010000000474974513
13,frozen_head,0.8985615372657776,0.2770436704158783,0.90625,0.23619142174720764,0.0010000000474974513
14,frozen_head,0.9055059552192688,0.25956034660339355,0.9196428656578064,0.22156165540218353,0.0010000000474974513
15,frozen_head,0.8990575671195984,0.2669869661331177,0.921875,0.22387301921844482,0.0010000000474974513
1,fine_tuning,0.901289701461792,0.2562238872051239,0.9285714030265808,0.21669594943523407,3.000000106112566e-06
2,fine_tuning,0.9067460298538208,0.25192970037460327,0.9285714030265808,0.21351101994514465,3.000000106112566e-06
3,fine_tuning,0.9109622836112976,0.24580048024654388,0.9308035969734192,0.21055828034877777,3.000000106112566e-06
4,fine_tuning,0.914434552192688,0.23643971979618073,0.9308035969734192,0.20974116027355194,3.000000106112566e-06
5,fine_tuning,0.9119543433189392,0.24144914746284485,0.9330357313156128,0.20710894465446472,3.000000106112566e-06
6,fine_tuning,0.9097222089767456,0.24161431193351746,0.9330357313156128,0.2059335708618164,3.000000106112566e-06
7,fine_tuning,0.9077380895614624,0.23429825901985168,0.9330357313156128,0.2050561159849167,3.000000106112566e-06
8,fine_tuning,0.9149305820465088,0.22988362610340118,0.9330357313156128,0.2030555158853531,3.000000106112566e-06
9,fine_tuning,0.9149305820465088,0.2311079353094101,0.9285714030265808,0.20307041704654694,3.000000106112566e-06
10,fine_tuning,0.9097222089767456,0.2378275990486145,0.9330357313156128,0.2017163336277008,3.000000106112566e-06
11,fine_tuning,0.9171627163887024,0.2348363697528839,0.9330357313156128,0.20073673129081726,3.000000106112566e-06
12,fine_tuning,0.9201388955116272,0.22359944880008698,0.9285714030265808,0.20020906627178192,3.000000106112566e-06
13,fine_tuning,0.9221230149269104,0.2168339192867279,0.921875,0.19838330149650574,3.000000106112566e-06
14,fine_tuning,0.920634925365448,0.22194643318653107,0.9330357313156128,0.19641223549842834,3.000000106112566e-06
15,fine_tuning,0.9201388955116272,0.2182752937078476,0.9352678656578064,0.19467823207378387,3.000000106112566e-06
16,fine_tuning,0.9203869104385376,0.21463479101657867,0.9241071343421936,0.19500303268432617,3.000000106112566e-06
17,fine_tuning,0.923115074634552,0.21363145112991333,0.9285714030265808,0.19376127421855927,3.000000106112566e-06
18,fine_tuning,0.9236111044883728,0.2010103166103363,0.9263392686843872,0.19223321974277496,3.000000106112566e-06
19,fine_tuning,0.9253472089767456,0.20572848618030548,0.9330357313156128,0.19016583263874054,3.000000106112566e-06
20,fine_tuning,0.9263392686843872,0.20382975041866302,0.921875,0.19080433249473572,3.000000106112566e-06
