stage_epoch,stage,accuracy,loss
1,frozen_head,0.7602678537368774,0.6331830024719238
2,frozen_head,0.8511160612106323,0.4102078974246979
3,frozen_head,0.8734375238418579,0.35428479313850403
4,frozen_head,0.8712053298950195,0.336938738822937
5,frozen_head,0.8837053775787354,0.32062265276908875
6,frozen_head,0.8888393044471741,0.30398765206336975
7,frozen_head,0.8959821462631226,0.28449106216430664
8,frozen_head,0.8962053656578064,0.27580323815345764
9,frozen_head,0.9066964387893677,0.25982657074928284
10,frozen_head,0.9071428775787354,0.25620949268341064
11,frozen_head,0.9064732193946838,0.25496408343315125
12,frozen_head,0.9046875238418579,0.2544916570186615
13,frozen_head,0.9060267806053162,0.24893514811992645
14,frozen_head,0.9133928418159485,0.23868422210216522
15,frozen_head,0.9033482074737549,0.24806630611419678
1,fine_tuning,0.9125000238418579,0.23432840406894684
2,fine_tuning,0.9209821224212646,0.20728857815265656
3,fine_tuning,0.9285714030265808,0.19811926782131195
4,fine_tuning,0.9258928298950195,0.19074036180973053
5,fine_tuning,0.9379464387893677,0.17323999106884003
6,fine_tuning,0.9334821701049805,0.17340527474880219
7,fine_tuning,0.9390624761581421,0.16498155891895294
8,fine_tuning,0.9428571462631226,0.15693216025829315
9,fine_tuning,0.9468749761581421,0.15012240409851074
10,fine_tuning,0.9459821581840515,0.14641742408275604
11,fine_tuning,0.9466517567634583,0.14241421222686768
12,fine_tuning,0.9524553418159485,0.1398649662733078
13,fine_tuning,0.9526785612106323,0.12951445579528809
14,fine_tuning,0.9566964507102966,0.12098733335733414
15,fine_tuning,0.9609375,0.11026453226804733
16,fine_tuning,0.9636160731315613,0.10909195989370346
17,fine_tuning,0.9633928537368774,0.10748998820781708
18,fine_tuning,0.9622767567634583,0.10885757207870483
19,fine_tuning,0.964062511920929,0.10140024125576019
20,fine_tuning,0.9667410850524902,0.10169652849435806
