index,precision,recall,f1-score,support
glioma,0.8455598455598455,0.7821428571428571,0.8126159554730983,280.0
meningioma,0.8211678832116789,0.8035714285714286,0.8122743682310469,280.0
notumor,0.9705882352941176,0.9428571428571428,0.9565217391304348,280.0
pituitary,0.8285714285714286,0.9321428571428572,0.8773109243697479,280.0
accuracy,0.8651785714285715,0.8651785714285715,0.8651785714285715,0.8651785714285715
macro avg,0.8664718481592677,0.8651785714285714,0.864680746801082,1120.0
weighted avg,0.8664718481592676,0.8651785714285715,0.8646807468010819,1120.0
