,precision,recall,f1-score,support
glioma,0.956989247311828,0.9535714285714286,0.9552772808586762,280.0
meningioma,0.9184397163120568,0.925,0.9217081850533808,280.0
notumor,0.9891304347826086,0.975,0.9820143884892086,280.0
pituitary,0.9681978798586572,0.9785714285714285,0.9733570159857904,280.0
accuracy,0.9580357142857143,0.9580357142857143,0.9580357142857143,0.9580357142857143
macro avg,0.9581893195662876,0.9580357142857143,0.958089217596764,1120.0
weighted avg,0.9581893195662877,0.9580357142857143,0.958089217596764,1120.0
