index,precision,recall,f1-score,support
glioma,0.8434163701067615,0.8464285714285714,0.8449197860962567,280.0
meningioma,0.8038461538461539,0.7464285714285714,0.774074074074074,280.0
notumor,0.9411764705882353,0.9714285714285714,0.9560632688927944,280.0
pituitary,0.8758620689655172,0.9071428571428571,0.8912280701754386,280.0
accuracy,0.8678571428571429,0.8678571428571429,0.8678571428571429,0.8678571428571429
macro avg,0.866075265876667,0.8678571428571429,0.8665712998096409,1120.0
weighted avg,0.866075265876667,0.8678571428571429,0.866571299809641,1120.0
