mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm_classifier__C,param_svm_classifier__gamma,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
43.81715718905131,0.007211433316908656,29.458653529485066,0.5249639950996386,0.01,scale,"{'svm_classifier__C': 0.01, 'svm_classifier__gamma': 'scale'}",0.31447750595824886,0.49507106310778093,0.458010394635312,0.42251965456711393,0.0778811174972112,17
43.486032247543335,0.06082306044487135,29.676764647165935,0.2564505140611609,0.01,1e-05,"{'svm_classifier__C': 0.01, 'svm_classifier__gamma': 1e-05}",0.3111216579655118,0.5109175935000114,0.359482953520464,0.39384073499532907,0.08510756654545047,18
43.322213888168335,0.29729252750856927,30.344513813654583,0.7283753968755906,0.01,0.0001,"{'svm_classifier__C': 0.01, 'svm_classifier__gamma': 0.0001}",0.3118241307450027,0.508453613424076,0.5782620992479653,0.4661799478056814,0.11280542205824538,16
43.224464654922485,0.3271439993541601,29.515265464782715,0.8097651662988076,0.01,0.001,"{'svm_classifier__C': 0.01, 'svm_classifier__gamma': 0.001}",0.15842490842490842,0.17024888591529952,0.11911619879085633,0.14926333104368808,0.02185694089948874,22
43.14439527193705,0.21839542264667972,31.006233771642048,1.8359741210573077,0.01,0.01,"{'svm_classifier__C': 0.01, 'svm_classifier__gamma': 0.01}",0.16064213056376728,0.14145398684616278,0.1190618139194971,0.14038597710980905,0.01699188368324031,24
33.6442654132843,0.042109339527083865,26.725417534510296,0.11703195217294837,0.1,scale,"{'svm_classifier__C': 0.1, 'svm_classifier__gamma': 'scale'}",0.7287458384271692,0.740591357437373,0.7296904312064145,0.7330092090236523,0.005375239207416224,10
39.91105604171753,0.1955516662850209,28.78703252474467,0.09528695733722901,0.1,1e-05,"{'svm_classifier__C': 0.1, 'svm_classifier__gamma': 1e-05}",0.3851497118305758,0.5278502845056301,0.6079896982424067,0.5069965648595375,0.09216135525375993,15
31.92396338780721,0.2365982872941839,26.52137239774068,0.10147646590295532,0.1,0.0001,"{'svm_classifier__C': 0.1, 'svm_classifier__gamma': 0.0001}",0.7188758000710544,0.7392639115905838,0.7195219998183495,0.7258872371599958,0.009462415394419076,11
43.040884256362915,0.05892810293799416,29.212958097457886,0.23031740266628736,0.1,0.001,"{'svm_classifier__C': 0.1, 'svm_classifier__gamma': 0.001}",0.15842490842490842,0.17024888591529952,0.11911619879085633,0.14926333104368808,0.02185694089948874,22
43.13223719596863,0.17344976325951525,29.024589618047077,0.16198091502578132,0.1,0.01,"{'svm_classifier__C': 0.1, 'svm_classifier__gamma': 0.01}",0.16064213056376728,0.14145398684616278,0.1190618139194971,0.14038597710980905,0.01699188368324031,24
26.9143967628479,0.22330681276901507,23.84052499135335,1.0253988134288892,1.0,scale,"{'svm_classifier__C': 1.0, 'svm_classifier__gamma': 'scale'}",0.8728801758858697,0.8725485611194103,0.8636422176076795,0.8696903182043197,0.004278795212723995,5
25.902697722117107,0.09404338894748032,24.820626099904377,0.985468118394487,1.0,1e-05,"{'svm_classifier__C': 1.0, 'svm_classifier__gamma': 1e-05}",0.7718064049979421,0.7761949182603209,0.7682449560542641,0.7720820931041757,0.003251407666265178,9
21.686036109924316,0.24012952503995907,23.23419952392578,0.48962100077861115,1.0,0.0001,"{'svm_classifier__C': 1.0, 'svm_classifier__gamma': 0.0001}",0.8591784142979226,0.8581035296158024,0.848030152345813,0.8551040320865128,0.0050212000696629585,6
42.481311559677124,0.13004633604022295,29.079440514246624,0.12896598831284475,1.0,0.001,"{'svm_classifier__C': 1.0, 'svm_classifier__gamma': 0.001}",0.6824764097892595,0.710726305791394,0.6747577090698782,0.6893201415501773,0.015460972066040003,14
43.17485578854879,0.11751292781836807,29.192079782485962,0.08274854199819237,1.0,0.01,"{'svm_classifier__C': 1.0, 'svm_classifier__gamma': 0.01}",0.19014227067635395,0.1985252577710828,0.19155795475242404,0.19340849439995358,0.003663967876306294,21
30.8222975730896,1.0061795276322367,24.923184553782146,0.72017145305745,10.0,scale,"{'svm_classifier__C': 10.0, 'svm_classifier__gamma': 'scale'}",0.8867508897092432,0.8882238373347742,0.882949276571213,0.8859746678717434,0.002222181820926343,1
16.965123176574707,0.1635357933559601,19.226028203964233,0.2681948288318976,10.0,1e-05,"{'svm_classifier__C': 10.0, 'svm_classifier__gamma': 1e-05}",0.8541001276974592,0.8501181199316648,0.8377880343471316,0.8473354273254184,0.006943996494483286,8
25.980347394943237,0.9087013136737447,23.48294933636983,0.6189454855867885,10.0,0.0001,"{'svm_classifier__C': 10.0, 'svm_classifier__gamma': 0.0001}",0.8840703575065756,0.8827393169694617,0.8809357733406,0.8825818159388792,0.0012845256982954494,3
42.11314678192139,0.27017900343364026,29.24631937344869,0.8912976270042935,10.0,0.001,"{'svm_classifier__C': 10.0, 'svm_classifier__gamma': 0.001}",0.6934692632158383,0.7256080086024426,0.6845648742419463,0.7012140486867424,0.017628026851696166,12
41.91528574625651,0.11643362891319352,29.660662571589153,0.8748009479502314,10.0,0.01,"{'svm_classifier__C': 10.0, 'svm_classifier__gamma': 0.01}",0.1932667231938542,0.20161077497729207,0.19572571850134773,0.1968677388908313,0.0035008530359204692,19
30.260071992874146,0.977568521343044,25.077573776245117,0.8813614480943768,100.0,scale,"{'svm_classifier__C': 100.0, 'svm_classifier__gamma': 'scale'}",0.8867508897092432,0.8882238373347742,0.882949276571213,0.8859746678717434,0.002222181820926343,1
17.714776913324993,0.20438025203734886,18.19811995824178,0.2307493044889879,100.0,1e-05,"{'svm_classifier__C': 100.0, 'svm_classifier__gamma': 1e-05}",0.8546941621783326,0.859413059423018,0.8448369677513302,0.8529813964508937,0.006072659325928469,7
25.874765793482464,1.0691132735969928,23.761109352111816,0.6066287594350758,100.0,0.0001,"{'svm_classifier__C': 100.0, 'svm_classifier__gamma': 0.0001}",0.8840703575065756,0.8827393169694617,0.8809357733406,0.8825818159388792,0.0012845256982954494,3
41.782142559687294,0.31351328029782677,31.27469841639201,0.3884579945358573,100.0,0.001,"{'svm_classifier__C': 100.0, 'svm_classifier__gamma': 0.001}",0.6934692632158383,0.7256080086024426,0.6845648742419463,0.7012140486867424,0.017628026851696166,12
42.00933281580607,0.3314982706524796,30.66326626141866,1.943372842449597,100.0,0.01,"{'svm_classifier__C': 100.0, 'svm_classifier__gamma': 0.01}",0.1932667231938542,0.20161077497729207,0.19572571850134773,0.1968677388908313,0.0035008530359204692,19
