,precision,recall,f1-score,support
glioma,0.9230769230769231,0.9,0.9113924050632911,280.0
meningioma,0.851063829787234,0.8571428571428571,0.8540925266903915,280.0
notumor,0.9781818181818182,0.9607142857142857,0.9693693693693693,280.0
pituitary,0.9241379310344827,0.9571428571428572,0.9403508771929825,280.0
accuracy,0.91875,0.91875,0.91875,0.91875
macro avg,0.9191151255201145,0.9187500000000001,0.9188012945790085,1120.0
weighted avg,0.9191151255201144,0.91875,0.9188012945790086,1120.0
