stage_epoch,stage,accuracy,loss
1,frozen_head,0.6011160612106323,0.9716450572013855
2,frozen_head,0.7841517925262451,0.5592095851898193
3,frozen_head,0.8283482193946838,0.4575174152851105
4,frozen_head,0.8497768044471741,0.4062623381614685
5,frozen_head,0.8587053418159485,0.3765704929828644
6,frozen_head,0.871874988079071,0.34463924169540405
7,frozen_head,0.8776785731315613,0.32401373982429504
8,frozen_head,0.8861607313156128,0.3068222403526306
9,frozen_head,0.8881696462631226,0.29290714859962463
10,frozen_head,0.8964285850524902,0.28641149401664734
11,frozen_head,0.9049107432365417,0.2657996714115143
12,frozen_head,0.9089285731315613,0.2573870122432709
13,frozen_head,0.9046875238418579,0.25067463517189026
14,frozen_head,0.9102678298950195,0.24259471893310547
15,frozen_head,0.9122768044471741,0.2380301058292389
1,fine_tuning,0.9220982193946838,0.21438224613666534
2,fine_tuning,0.9600446224212646,0.11286220699548721
3,fine_tuning,0.9832589030265808,0.059078823775053024
4,fine_tuning,0.9872767925262451,0.037682220339775085
